"Duplicate ID","Duplicate score","subject","type","label","comment","abstract","long","lat","long_round","lat_round"
"3","100","http://dbpedia.org/resource/Grand_Terrace,_California","http://dbpedia.org/resource/City","Grand Terrace, California","Grand Terrace is a city in San Bernardino County, California, United States. The population was 12,040 at the 2010 census, up from 11,626 at the 2000 census. Grand Terrace is located between Highgrove and Colton, along the 215 and Aqua Mansa industrial corridors. The city is situated between two mountain ridges: Blue Mountain to the east and the La Loma Hills to the west.","Grand Terrace is a city in San Bernardino County, California, United States. The population was 12,040 at the 2010 census, up from 11,626 at the 2000 census. Grand Terrace is located between Highgrove and Colton, along the 215 and Aqua Mansa industrial corridors. The city is situated between two mountain ridges: Blue Mountain to the east and the La Loma Hills to the west.","-117.3136138916016","34.03111267089844","-117.31","34.03"
"3","100","http://dbpedia.org/resource/Grand_Terrace,_California","http://dbpedia.org/resource/City","Grand Terrace, California","Grand Terrace is a city in San Bernardino County, California, United States. The population was 12,040 at the 2010 census, up from 11,626 at the 2000 census. Grand Terrace is located between Highgrove and Colton, along the 215 and Aqua Mansa industrial corridors. The city is situated between two mountain ridges: Blue Mountain to the east and the La Loma Hills to the west.","Grand Terrace is a city in San Bernardino County, California, United States. The population was 12,040 at the 2010 census, up from 11,626 at the 2000 census. Grand Terrace is located between Highgrove and Colton, along the 215 and Aqua Mansa industrial corridors. The city is situated between two mountain ridges: Blue Mountain to the east and the La Loma Hills to the west.","-117.3136138916016","34.03388977050781","-117.31","34.03"
"4","0","http://dbpedia.org/resource/Berkeley,_California","http://dbpedia.org/resource/Charter_city","Berkeley, California","Berkeley (/?b??rkli?/ BURK-lee) is a city on the east shore of San Francisco Bay in northern Alameda County, California. It is named after the 18th-century Anglo-Irish bishop and philosopher George Berkeley. It borders the cities of Oakland and Emeryville to the south and the city of Albany and unincorporated community of Kensington to the north. Its eastern border with Contra Costa County generally follows the ridge of the Berkeley Hills. Its population at the 2010 census was 112,580.","Berkeley (/?b??rkli?/ BURK-lee) is a city on the east shore of San Francisco Bay in northern Alameda County, California. It is named after the 18th-century Anglo-Irish bishop and philosopher George Berkeley. It borders the cities of Oakland and Emeryville to the south and the city of Albany and unincorporated community of Kensington to the north. Its eastern border with Contra Costa County generally follows the ridge of the Berkeley Hills. Its population at the 2010 census was 112,580. Berkeley is the site of the oldest campus in the University of California system ? the University of California, Berkeley ? of the Lawrence Berkeley National Laboratory which is managed and operated by the university, and the Graduate Theological Union. It is one of the most politically liberal cities in the United States.","-122.2747192382812","37.87166595458984","-122.27","37.87"
"4","100","http://dbpedia.org/resource/Berkeley,_California","http://dbpedia.org/resource/Charter_city","Berkeley, California","Berkeley (/?b??rkli?/ BURK-lee) is a city on the east shore of San Francisco Bay in northern Alameda County, California. It is named after the 18th-century Anglo-Irish bishop and philosopher George Berkeley. It borders the cities of Oakland and Emeryville to the south and the city of Albany and unincorporated community of Kensington to the north. Its eastern border with Contra Costa County generally follows the ridge of the Berkeley Hills. Its population at the 2010 census was 112,580.","Berkeley (/?b??rkli?/ BURK-lee) is a city on the east shore of San Francisco Bay in northern Alameda County, California. It is named after the 18th-century Anglo-Irish bishop and philosopher George Berkeley. It borders the cities of Oakland and Emeryville to the south and the city of Albany and unincorporated community of Kensington to the north. Its eastern border with Contra Costa County generally follows the ridge of the Berkeley Hills. Its population at the 2010 census was 112,580. Berkeley is the site of the oldest campus in the University of California system ? the University of California, Berkeley ? of the Lawrence Berkeley National Laboratory which is managed and operated by the university, and the Graduate Theological Union. It is one of the most politically liberal cities in the United States.","-122.2727813720703","37.87166595458984","-122.27","37.87"
"5","0","http://dbpedia.org/resource/Bunker_Hill,_Los_Angeles","http://dbpedia.org/resource/List_of_districts_and_neighborhoods_of_Los_Angeles","Bunker Hill, Los Angeles","Bunker Hill is a historic prominence that traditionally separated Downtown Los Angeles from the rest of the city to the west before the hill was tunneled through at Second Street in 1924.In the late 20th century, the hill was lowered in elevation, and the entire area was redeveloped to supplant old frame and concrete buildings with modern high-rises and other structures for residences, commerce, entertainment and education. The Cathedral of Our Lady of the Angels is also located on Bunker Hill.","Bunker Hill is a historic prominence that traditionally separated Downtown Los Angeles from the rest of the city to the west before the hill was tunneled through at Second Street in 1924. In the late 20th century, the hill was lowered in elevation, and the entire area was redeveloped to supplant old frame and concrete buildings with modern high-rises and other structures for residences, commerce, entertainment and education. The Cathedral of Our Lady of the Angels is also located on Bunker Hill.","-118.2503433227539","34.05204391479492","-118.25","34.05"
"5","100","http://dbpedia.org/resource/Bunker_Hill,_Los_Angeles","http://dbpedia.org/resource/List_of_districts_and_neighborhoods_of_Los_Angeles","Bunker Hill, Los Angeles","Bunker Hill is a historic prominence that traditionally separated Downtown Los Angeles from the rest of the city to the west before the hill was tunneled through at Second Street in 1924.In the late 20th century, the hill was lowered in elevation, and the entire area was redeveloped to supplant old frame and concrete buildings with modern high-rises and other structures for residences, commerce, entertainment and education. The Cathedral of Our Lady of the Angels is also located on Bunker Hill.","Bunker Hill is a historic prominence that traditionally separated Downtown Los Angeles from the rest of the city to the west before the hill was tunneled through at Second Street in 1924. In the late 20th century, the hill was lowered in elevation, and the entire area was redeveloped to supplant old frame and concrete buildings with modern high-rises and other structures for residences, commerce, entertainment and education. The Cathedral of Our Lady of the Angels is also located on Bunker Hill.","-118.2503433227539","34.05203628540039","-118.25","34.05"
"6","0","http://dbpedia.org/resource/Lone_Pine,_California","http://dbpedia.org/resource/Census-designated_place","Lone Pine, California","Lone Pine is a census designated place (CDP) in Inyo County, California, United States. Lone Pine is located 16 miles (26 km) south-southeast of Independence, at an elevation of 3727 feet (1136 m). The population was 2,035 at the 2010 census, up from 1,655 at the 2000 census. The town is located in the Owens Valley, near the Alabama Hills. From possible choices of urban, rural, and frontier, the Census Bureau identifies this area as ""frontier"". The local hospital, Southern Inyo Hospital, offers standby emergency services. On March 26, 1872, the very large Lone Pine earthquake destroyed most of the town and killed 27 of its 250 to 300 residents.","Lone Pine is a census designated place (CDP) in Inyo County, California, United States. Lone Pine is located 16 miles (26 km) south-southeast of Independence, at an elevation of 3727 feet (1136 m). The population was 2,035 at the 2010 census, up from 1,655 at the 2000 census. The town is located in the Owens Valley, near the Alabama Hills. From possible choices of urban, rural, and frontier, the Census Bureau identifies this area as ""frontier"". The local hospital, Southern Inyo Hospital, offers standby emergency services. On March 26, 1872, the very large Lone Pine earthquake destroyed most of the town and killed 27 of its 250 to 300 residents.","-118.0627746582031","36.58805465698242","-118.06","36.59"
"6","100","http://dbpedia.org/resource/Lone_Pine,_California","http://dbpedia.org/resource/Census-designated_place","Lone Pine, California","Lone Pine is a census designated place (CDP) in Inyo County, California, United States. Lone Pine is located 16 miles (26 km) south-southeast of Independence, at an elevation of 3727 feet (1136 m). The population was 2,035 at the 2010 census, up from 1,655 at the 2000 census. The town is located in the Owens Valley, near the Alabama Hills. From possible choices of urban, rural, and frontier, the Census Bureau identifies this area as ""frontier"". The local hospital, Southern Inyo Hospital, offers standby emergency services. On March 26, 1872, the very large Lone Pine earthquake destroyed most of the town and killed 27 of its 250 to 300 residents.","Lone Pine is a census designated place (CDP) in Inyo County, California, United States. Lone Pine is located 16 miles (26 km) south-southeast of Independence, at an elevation of 3727 feet (1136 m). The population was 2,035 at the 2010 census, up from 1,655 at the 2000 census. The town is located in the Owens Valley, near the Alabama Hills. From possible choices of urban, rural, and frontier, the Census Bureau identifies this area as ""frontier"". The local hospital, Southern Inyo Hospital, offers standby emergency services. On March 26, 1872, the very large Lone Pine earthquake destroyed most of the town and killed 27 of its 250 to 300 residents.","-118.0627746582031","36.60610961914062","-118.06","36.61"
"6","100","http://dbpedia.org/resource/Lone_Pine,_California","http://dbpedia.org/resource/Census-designated_place","Lone Pine, California","Lone Pine is a census designated place (CDP) in Inyo County, California, United States. Lone Pine is located 16 miles (26 km) south-southeast of Independence, at an elevation of 3727 feet (1136 m). The population was 2,035 at the 2010 census, up from 1,655 at the 2000 census. The town is located in the Owens Valley, near the Alabama Hills. From possible choices of urban, rural, and frontier, the Census Bureau identifies this area as ""frontier"". The local hospital, Southern Inyo Hospital, offers standby emergency services. On March 26, 1872, the very large Lone Pine earthquake destroyed most of the town and killed 27 of its 250 to 300 residents.","Lone Pine is a census designated place (CDP) in Inyo County, California, United States. Lone Pine is located 16 miles (26 km) south-southeast of Independence, at an elevation of 3727 feet (1136 m). The population was 2,035 at the 2010 census, up from 1,655 at the 2000 census. The town is located in the Owens Valley, near the Alabama Hills. From possible choices of urban, rural, and frontier, the Census Bureau identifies this area as ""frontier"". The local hospital, Southern Inyo Hospital, offers standby emergency services. On March 26, 1872, the very large Lone Pine earthquake destroyed most of the town and killed 27 of its 250 to 300 residents.","-118.0519409179688","36.58805465698242","-118.05","36.59"
"6","100","http://dbpedia.org/resource/Lone_Pine,_California","http://dbpedia.org/resource/Census-designated_place","Lone Pine, California","Lone Pine is a census designated place (CDP) in Inyo County, California, United States. Lone Pine is located 16 miles (26 km) south-southeast of Independence, at an elevation of 3727 feet (1136 m). The population was 2,035 at the 2010 census, up from 1,655 at the 2000 census. The town is located in the Owens Valley, near the Alabama Hills. From possible choices of urban, rural, and frontier, the Census Bureau identifies this area as ""frontier"". The local hospital, Southern Inyo Hospital, offers standby emergency services. On March 26, 1872, the very large Lone Pine earthquake destroyed most of the town and killed 27 of its 250 to 300 residents.","Lone Pine is a census designated place (CDP) in Inyo County, California, United States. Lone Pine is located 16 miles (26 km) south-southeast of Independence, at an elevation of 3727 feet (1136 m). The population was 2,035 at the 2010 census, up from 1,655 at the 2000 census. The town is located in the Owens Valley, near the Alabama Hills. From possible choices of urban, rural, and frontier, the Census Bureau identifies this area as ""frontier"". The local hospital, Southern Inyo Hospital, offers standby emergency services. On March 26, 1872, the very large Lone Pine earthquake destroyed most of the town and killed 27 of its 250 to 300 residents.","-118.0519409179688","36.60610961914062","-118.05","36.61"
"7","0","http://dbpedia.org/resource/Fresno,_California","http://dbpedia.org/resource/County_seat","Fresno, California","Fresno (/?fr?zno?/ FREZ-noh), the county seat of Fresno County, is a city in the U.S. state of California. As of 2015, the city's population was 520,159, making it the fifth-largest city in California, the largest inland city in California and the 34th-largest in the nation. Fresno is in the center of the San Joaquin Valley and is the largest city in the Central Valley, which contains the San Joaquin Valley. It is approximately 220 miles (350 km) northwest of Los Angeles, 170 miles (270 km) south of the state capital, Sacramento, or 185 miles (300 km) south of San Francisco. The name Fresno means ""ash tree"" in Spanish, and an ash leaf is featured on the city's flag.","Fresno (/?fr?zno?/ FREZ-noh), the county seat of Fresno County, is a city in the U.S. state of California. As of 2015, the city's population was 520,159, making it the fifth-largest city in California, the largest inland city in California and the 34th-largest in the nation. Fresno is in the center of the San Joaquin Valley and is the largest city in the Central Valley, which contains the San Joaquin Valley. It is approximately 220 miles (350 km) northwest of Los Angeles, 170 miles (270 km) south of the state capital, Sacramento, or 185 miles (300 km) south of San Francisco. The name Fresno means ""ash tree"" in Spanish, and an ash leaf is featured on the city's flag.","-119.7666702270508","36.74777603149414","-119.77","36.75"
"7","100","http://dbpedia.org/resource/Fresno,_California","http://dbpedia.org/resource/County_seat","Fresno, California","Fresno (/?fr?zno?/ FREZ-noh), the county seat of Fresno County, is a city in the U.S. state of California. As of 2015, the city's population was 520,159, making it the fifth-largest city in California, the largest inland city in California and the 34th-largest in the nation. Fresno is in the center of the San Joaquin Valley and is the largest city in the Central Valley, which contains the San Joaquin Valley. It is approximately 220 miles (350 km) northwest of Los Angeles, 170 miles (270 km) south of the state capital, Sacramento, or 185 miles (300 km) south of San Francisco. The name Fresno means ""ash tree"" in Spanish, and an ash leaf is featured on the city's flag.","Fresno (/?fr?zno?/ FREZ-noh), the county seat of Fresno County, is a city in the U.S. state of California. As of 2015, the city's population was 520,159, making it the fifth-largest city in California, the largest inland city in California and the 34th-largest in the nation. Fresno is in the center of the San Joaquin Valley and is the largest city in the Central Valley, which contains the San Joaquin Valley. It is approximately 220 miles (350 km) northwest of Los Angeles, 170 miles (270 km) south of the state capital, Sacramento, or 185 miles (300 km) south of San Francisco. The name Fresno means ""ash tree"" in Spanish, and an ash leaf is featured on the city's flag.","-119.7724990844727","36.74777603149414","-119.77","36.75"
"7","100","http://dbpedia.org/resource/Fresno,_California","http://dbpedia.org/resource/County_seat","Fresno, California","Fresno (/?fr?zno?/ FREZ-noh), the county seat of Fresno County, is a city in the U.S. state of California. As of 2015, the city's population was 520,159, making it the fifth-largest city in California, the largest inland city in California and the 34th-largest in the nation. Fresno is in the center of the San Joaquin Valley and is the largest city in the Central Valley, which contains the San Joaquin Valley. It is approximately 220 miles (350 km) northwest of Los Angeles, 170 miles (270 km) south of the state capital, Sacramento, or 185 miles (300 km) south of San Francisco. The name Fresno means ""ash tree"" in Spanish, and an ash leaf is featured on the city's flag.","Fresno (/?fr?zno?/ FREZ-noh), the county seat of Fresno County, is a city in the U.S. state of California. As of 2015, the city's population was 520,159, making it the fifth-largest city in California, the largest inland city in California and the 34th-largest in the nation. Fresno is in the center of the San Joaquin Valley and is the largest city in the Central Valley, which contains the San Joaquin Valley. It is approximately 220 miles (350 km) northwest of Los Angeles, 170 miles (270 km) south of the state capital, Sacramento, or 185 miles (300 km) south of San Francisco. The name Fresno means ""ash tree"" in Spanish, and an ash leaf is featured on the city's flag.","-119.7724990844727","36.75","-119.77","36.75"
"7","100","http://dbpedia.org/resource/Fresno,_California","http://dbpedia.org/resource/County_seat","Fresno, California","Fresno (/?fr?zno?/ FREZ-noh), the county seat of Fresno County, is a city in the U.S. state of California. As of 2015, the city's population was 520,159, making it the fifth-largest city in California, the largest inland city in California and the 34th-largest in the nation. Fresno is in the center of the San Joaquin Valley and is the largest city in the Central Valley, which contains the San Joaquin Valley. It is approximately 220 miles (350 km) northwest of Los Angeles, 170 miles (270 km) south of the state capital, Sacramento, or 185 miles (300 km) south of San Francisco. The name Fresno means ""ash tree"" in Spanish, and an ash leaf is featured on the city's flag.","Fresno (/?fr?zno?/ FREZ-noh), the county seat of Fresno County, is a city in the U.S. state of California. As of 2015, the city's population was 520,159, making it the fifth-largest city in California, the largest inland city in California and the 34th-largest in the nation. Fresno is in the center of the San Joaquin Valley and is the largest city in the Central Valley, which contains the San Joaquin Valley. It is approximately 220 miles (350 km) northwest of Los Angeles, 170 miles (270 km) south of the state capital, Sacramento, or 185 miles (300 km) south of San Francisco. The name Fresno means ""ash tree"" in Spanish, and an ash leaf is featured on the city's flag.","-119.7666702270508","36.75","-119.77","36.75"
"8","0","http://dbpedia.org/resource/Fresno,_California","http://dbpedia.org/resource/Charter_city","Fresno, California","Fresno (/?fr?zno?/ FREZ-noh), the county seat of Fresno County, is a city in the U.S. state of California. As of 2015, the city's population was 520,159, making it the fifth-largest city in California, the largest inland city in California and the 34th-largest in the nation. Fresno is in the center of the San Joaquin Valley and is the largest city in the Central Valley, which contains the San Joaquin Valley. It is approximately 220 miles (350 km) northwest of Los Angeles, 170 miles (270 km) south of the state capital, Sacramento, or 185 miles (300 km) south of San Francisco. The name Fresno means ""ash tree"" in Spanish, and an ash leaf is featured on the city's flag.","Fresno (/?fr?zno?/ FREZ-noh), the county seat of Fresno County, is a city in the U.S. state of California. As of 2015, the city's population was 520,159, making it the fifth-largest city in California, the largest inland city in California and the 34th-largest in the nation. Fresno is in the center of the San Joaquin Valley and is the largest city in the Central Valley, which contains the San Joaquin Valley. It is approximately 220 miles (350 km) northwest of Los Angeles, 170 miles (270 km) south of the state capital, Sacramento, or 185 miles (300 km) south of San Francisco. The name Fresno means ""ash tree"" in Spanish, and an ash leaf is featured on the city's flag.","-119.7666702270508","36.74777603149414","-119.77","36.75"
"8","100","http://dbpedia.org/resource/Fresno,_California","http://dbpedia.org/resource/Charter_city","Fresno, California","Fresno (/?fr?zno?/ FREZ-noh), the county seat of Fresno County, is a city in the U.S. state of California. As of 2015, the city's population was 520,159, making it the fifth-largest city in California, the largest inland city in California and the 34th-largest in the nation. Fresno is in the center of the San Joaquin Valley and is the largest city in the Central Valley, which contains the San Joaquin Valley. It is approximately 220 miles (350 km) northwest of Los Angeles, 170 miles (270 km) south of the state capital, Sacramento, or 185 miles (300 km) south of San Francisco. The name Fresno means ""ash tree"" in Spanish, and an ash leaf is featured on the city's flag.","Fresno (/?fr?zno?/ FREZ-noh), the county seat of Fresno County, is a city in the U.S. state of California. As of 2015, the city's population was 520,159, making it the fifth-largest city in California, the largest inland city in California and the 34th-largest in the nation. Fresno is in the center of the San Joaquin Valley and is the largest city in the Central Valley, which contains the San Joaquin Valley. It is approximately 220 miles (350 km) northwest of Los Angeles, 170 miles (270 km) south of the state capital, Sacramento, or 185 miles (300 km) south of San Francisco. The name Fresno means ""ash tree"" in Spanish, and an ash leaf is featured on the city's flag.","-119.7724990844727","36.74777603149414","-119.77","36.75"
"8","100","http://dbpedia.org/resource/Fresno,_California","http://dbpedia.org/resource/Charter_city","Fresno, California","Fresno (/?fr?zno?/ FREZ-noh), the county seat of Fresno County, is a city in the U.S. state of California. As of 2015, the city's population was 520,159, making it the fifth-largest city in California, the largest inland city in California and the 34th-largest in the nation. Fresno is in the center of the San Joaquin Valley and is the largest city in the Central Valley, which contains the San Joaquin Valley. It is approximately 220 miles (350 km) northwest of Los Angeles, 170 miles (270 km) south of the state capital, Sacramento, or 185 miles (300 km) south of San Francisco. The name Fresno means ""ash tree"" in Spanish, and an ash leaf is featured on the city's flag.","Fresno (/?fr?zno?/ FREZ-noh), the county seat of Fresno County, is a city in the U.S. state of California. As of 2015, the city's population was 520,159, making it the fifth-largest city in California, the largest inland city in California and the 34th-largest in the nation. Fresno is in the center of the San Joaquin Valley and is the largest city in the Central Valley, which contains the San Joaquin Valley. It is approximately 220 miles (350 km) northwest of Los Angeles, 170 miles (270 km) south of the state capital, Sacramento, or 185 miles (300 km) south of San Francisco. The name Fresno means ""ash tree"" in Spanish, and an ash leaf is featured on the city's flag.","-119.7666702270508","36.75","-119.77","36.75"
"8","100","http://dbpedia.org/resource/Fresno,_California","http://dbpedia.org/resource/Charter_city","Fresno, California","Fresno (/?fr?zno?/ FREZ-noh), the county seat of Fresno County, is a city in the U.S. state of California. As of 2015, the city's population was 520,159, making it the fifth-largest city in California, the largest inland city in California and the 34th-largest in the nation. Fresno is in the center of the San Joaquin Valley and is the largest city in the Central Valley, which contains the San Joaquin Valley. It is approximately 220 miles (350 km) northwest of Los Angeles, 170 miles (270 km) south of the state capital, Sacramento, or 185 miles (300 km) south of San Francisco. The name Fresno means ""ash tree"" in Spanish, and an ash leaf is featured on the city's flag.","Fresno (/?fr?zno?/ FREZ-noh), the county seat of Fresno County, is a city in the U.S. state of California. As of 2015, the city's population was 520,159, making it the fifth-largest city in California, the largest inland city in California and the 34th-largest in the nation. Fresno is in the center of the San Joaquin Valley and is the largest city in the Central Valley, which contains the San Joaquin Valley. It is approximately 220 miles (350 km) northwest of Los Angeles, 170 miles (270 km) south of the state capital, Sacramento, or 185 miles (300 km) south of San Francisco. The name Fresno means ""ash tree"" in Spanish, and an ash leaf is featured on the city's flag.","-119.7724990844727","36.75","-119.77","36.75"
"9","0","http://dbpedia.org/resource/Chester,_California","http://dbpedia.org/resource/Census-designated_place","Chester, California","Chester (formerly Big Meadows) is a census-designated place (CDP) in Plumas County, California, United States. Chester is located on Lake Almanor, 30 miles (48.3 km) north-northwest of Quincy. The town is located along State Route 36. The US Postal Service ZIP code for the community is 96020. The population was 2,144 at the 2010 census, down from 2,316 at the 2000 census.","Chester (formerly Big Meadows) is a census-designated place (CDP) in Plumas County, California, United States. Chester is located on Lake Almanor, 30 miles (48.3 km) north-northwest of Quincy. The town is located along State Route 36. The US Postal Service ZIP code for the community is 96020. The population was 2,144 at the 2010 census, down from 2,316 at the 2000 census. The primary industries in Chester are lumber production and tourism. Chester serves as the retail center for the Lake Almanor region of California, and derives a significant portion of its economy from the tourist trade, and to a lesser degree from construction to new residents and businesses.","-121.2347259521484","40.30277633666992","-121.23","40.30"
