mention_name,mention_type,mention_popularity,mention_address,mention_longitude,mention_latitude,no_of_blogFiles,mention_found_in_blogFiles
kadur,trunk,24,"Mudigere-Kadur Road, Basavannahalli, Chikkamagaluru, Chikkamagaluru taluku, Chikkamagaluru district, Karnataka, 577101, India",75.7820095,13.3283654,69,"chitradurga_and_dharmasthala.json,jog falls_and_kemmangundi.json,chikmagalur_and_shimoga.json,belgaum_and_sirsi.json,agumbe_and_srirangapatna.json,chikmagalur_and_hassan.json,sakleshpur_and_sringeri.json,chikmagalur_and_hubli.json,chitradurga_and_mysore.json,chitradurga_and_shimoga.json,agumbe_and_tumkur.json,badami_and_sringeri.json,bangalore_and_chikmagalur.json,chikmagalur_and_srirangapatna.json,chikmagalur_and_kemmangundi.json,bijapur_and_sringeri.json,bidar_and_sringeri.json,agumbe_and_sirsi.json,shimoga_and_shravanabelagola.json,belur_and_chikmagalur.json,bellary_and_chikmagalur.json,agumbe_and_sakleshpur.json,agumbe_and_chikmagalur.json,chikmagalur_and_chitradurga.json,bangalore_and_sringeri.json,chikmagalur_and_mysore.json,chikmagalur_and_davanagere.json,badami_and_kemmangundi.json,agumbe_and_dharmasthala.json,belgaum_and_shimoga.json,bijapur_and_chikmagalur.json,agumbe_and_kemmangundi.json,agumbe_and_bangalore.json,shimoga_and_sirsi.json,chitradurga_and_sirsi.json,bangalore_and_chitradurga.json,chikmagalur_and_mangalore.json,chikmagalur_and_raichur.json,chitradurga_and_kemmangundi.json,chikmagalur_and_virajpet.json,jog falls_and_shimoga.json,chikmagalur_and_sirsi.json,chikmagalur_and_jog falls.json,belur_and_kemmangundi.json,agumbe_and_davanagere.json,bellary_and_sringeri.json,jog falls_and_sringeri.json,bellary_and_kemmangundi.json,shimoga_and_talakadu.json,bangalore_and_belur.json,hubli_and_sringeri.json,chikmagalur_and_yana.json,bidar_and_chikmagalur.json,belgaum_and_chikmagalur.json,belur_and_sringeri.json,agumbe_and_hassan.json,chikmagalur_and_talakadu.json,chitradurga_and_sringeri.json,bangalore_and_shimoga.json,hubli_and_shimoga.json,chikmagalur_and_dharmasthala.json,belur_and_mangalore.json,agumbe_and_chitradurga.json,chikmagalur_and_tumkur.json,shimoga_and_sringeri.json,belgaum_and_sringeri.json,chitradurga_and_mangalore.json,bidar_and_dharmasthala.json,belur_and_chitradurga.json"
renukamba,restaurant,3,"Renukamba Family Dabha, SH76, K.B. Extension, Davanagere, Davanagere taluku, Davanagere district, Karnataka, 577005, India",75.932718,14.4583725,9,"chitradurga_and_dharmasthala.json,chitradurga_and_shimoga.json,jog falls_and_raichur.json,badami_and_shimoga.json,bijapur_and_kemmangundi.json,belgaum_and_shimoga.json,bijapur_and_thirthahalli.json,belgaum_and_thirthahalli.json,shimoga_and_srirangapatna.json"
mangalore railway station,travel_agent,16,"Hotels in Mangalore Near Railway Station  (Reisebüro ), SH67, Gandhinagar, Kenjar, Mangaluru taluk, Dakshina Kannada, Karnataka, 575015, India",74.8680725,12.9519663,45,"chitradurga_and_dharmasthala.json,bangalore_and_manipal.json,bangalore_and_kundapur.json,bangalore_and_kollur.json,hubli_and_manipal.json,bangalore_and_dharmasthala.json,dandeli_and_manipal.json,bangalore_and_mangalore.json,bidar_and_udupi.json,badami_and_udupi.json,dharmasthala_and_hampi.json,bangalore_and_udupi.json,belgaum_and_udupi.json,bellary_and_udupi.json,bellary_and_manipal.json,hubli_and_udupi.json,belur_and_udupi.json,belur_and_manipal.json,belgaum_and_manipal.json,sakleshpur_and_udupi.json,dharmasthala_and_yana.json,bangalore_and_thirthahalli.json,jog falls_and_manipal.json,badami_and_manipal.json,bijapur_and_udupi.json,jog falls_and_udupi.json,kanakapura_and_manipal.json,kanakapura_and_mangalore.json,belgaum_and_dharmasthala.json,kanakapura_and_kollur.json,bijapur_and_manipal.json,chitradurga_and_udupi.json,hampi_and_manipal.json,gulbarga_and_udupi.json,chitradurga_and_manipal.json,bellary_and_dharmasthala.json,bijapur_and_dharmasthala.json,chikmagalur_and_manipal.json,chikmagalur_and_dharmasthala.json,sakleshpur_and_thirthahalli.json,bellary_and_mangalore.json,dandeli_and_mangalore.json,bidar_and_manipal.json,chitradurga_and_mangalore.json,bidar_and_dharmasthala.json"
guddekeri,village,5,"Guddekeri, Tirthahalli taluk, Shimoga district, Karnataka, India",75.1287897,13.5665892,8,"chitradurga_and_dharmasthala.json,jog falls_and_thirthahalli.json,jog falls_and_raichur.json,bijapur_and_kemmangundi.json,bangalore_and_thirthahalli.json,jog falls_and_sringeri.json,jog falls_and_kundapur.json,agumbe_and_thirthahalli.json"
ramadevara betta,peak,1,"Ramadevara Betta, Tumakuru, Tumkur taluk, Tumkur district, Karnataka, 572101, India",77.1655609,13.3236493,22,"chitradurga_and_dharmasthala.json,badami_and_madikeri.json,hampi_and_mangalore.json,jog falls_and_nandi hills.json,hampi_and_kanakapura.json,sakleshpur_and_tumkur.json,bellary_and_nandi hills.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,bangalore_and_hassan.json,belur_and_tumkur.json,dharmasthala_and_nandi hills.json,belur_and_nandi hills.json,bellary_and_virajpet.json,chitradurga_and_nandi hills.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,hampi_and_mysore.json,jog falls_and_tumkur.json,hampi_and_nandi hills.json"
murudeshwara,town,27,"Murudeshwara, Bhatkala taluk, Uttara Kannada, Karnataka, 581350, India",74.4883354,14.0959549,43,"chitradurga_and_dharmasthala.json,badami_and_madikeri.json,bijapur_and_sakleshpur.json,hampi_and_mangalore.json,dandeli_and_manipal.json,kanakapura_and_murudeshwara.json,hubli_and_murudeshwara.json,hubli_and_srirangapatna.json,jog falls_and_nandi hills.json,jog falls_and_murudeshwara.json,hampi_and_kanakapura.json,belgaum_and_manipal.json,bijapur_and_kemmangundi.json,bellary_and_mysore.json,chitradurga_and_murudeshwara.json,bangalore_and_murudeshwara.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,bidar_and_murudeshwara.json,dharmasthala_and_nandi hills.json,belur_and_nandi hills.json,bellary_and_virajpet.json,bijapur_and_thirthahalli.json,bellary_and_murudeshwara.json,badami_and_murudeshwara.json,badami_and_nandi hills.json,chikmagalur_and_murudeshwara.json,hampi_and_madikeri.json,bijapur_and_kollur.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,chitradurga_and_udupi.json,bijapur_and_murudeshwara.json,bijapur_and_shravanabelagola.json,bidar_and_kollur.json,agumbe_and_bijapur.json,bellary_and_hubli.json,belgaum_and_murudeshwara.json,hampi_and_mysore.json,agumbe_and_murudeshwara.json,jog falls_and_tumkur.json,bellary_and_shravanabelagola.json,hampi_and_nandi hills.json"
suratkal,town,3,"Suratkal, Mangaluru taluk, Dakshina Kannada, Karnataka, 575014, India",74.8046595,12.9830998,16,"chitradurga_and_dharmasthala.json,bidar_and_mangalore.json,agumbe_and_mangalore.json,bangalore_and_mangalore.json,bidar_and_jog falls.json,bellary_and_manipal.json,bijapur_and_mangalore.json,belur_and_manipal.json,belgaum_and_kollur.json,bellary_and_kollur.json,bijapur_and_udupi.json,jog falls_and_udupi.json,kanakapura_and_kollur.json,bijapur_and_manipal.json,bellary_and_jog falls.json,bellary_and_mangalore.json"
kundapur,school,79,"United Basel mission church Higher Primary School, Kundapur, Chikkansal Road, Vaderahobali, Kundapura, ಕುಂದಾಪುರ ತಾಲೂಕು, Udupi district, Karnataka, 576200, India",74.6906749,13.6343509,72,"chitradurga_and_dharmasthala.json,bangalore_and_manipal.json,bangalore_and_kundapur.json,bangalore_and_kollur.json,agumbe_and_srirangapatna.json,jog falls_and_mangalore.json,agumbe_and_hampi.json,agumbe_and_mangalore.json,dandeli_and_manipal.json,bidar_and_udupi.json,agumbe_and_jog falls.json,agumbe_and_virajpet.json,bangalore_and_udupi.json,agumbe_and_sirsi.json,agumbe_and_talakadu.json,bellary_and_udupi.json,bellary_and_manipal.json,agumbe_and_manipal.json,kanakapura_and_kundapur.json,badami_and_kundapur.json,hubli_and_udupi.json,belur_and_manipal.json,bijapur_and_kundapur.json,agumbe_and_sakleshpur.json,bidar_and_kundapur.json,sakleshpur_and_udupi.json,bangalore_and_thirthahalli.json,chitradurga_and_murudeshwara.json,jog falls_and_manipal.json,agumbe_and_udupi.json,agumbe_and_kundapur.json,badami_and_manipal.json,agumbe_and_dharmasthala.json,agumbe_and_shimoga.json,chikmagalur_and_kollur.json,jog falls_and_kollur.json,agumbe_and_kemmangundi.json,kundapur_and_tumkur.json,agumbe_and_bangalore.json,jog falls_and_udupi.json,kanakapura_and_manipal.json,belgaum_and_kundapur.json,agumbe_and_shravanabelagola.json,kanakapura_and_mangalore.json,jog falls_and_virajpet.json,kundapur_and_udupi.json,agumbe_and_yana.json,dandeli_and_kundapur.json,agumbe_and_mysore.json,chikmagalur_and_thirthahalli.json,agumbe_and_davanagere.json,jog falls_and_sringeri.json,hubli_and_mangalore.json,kanakapura_and_kollur.json,chitradurga_and_kundapur.json,chitradurga_and_udupi.json,bidar_and_kollur.json,gulbarga_and_udupi.json,chitradurga_and_manipal.json,kundapur_and_virajpet.json,agumbe_and_hassan.json,agumbe_and_bellary.json,jog falls_and_kundapur.json,bellary_and_kundapur.json,dandeli_and_jog falls.json,belur_and_kundapur.json,belur_and_jog falls.json,hampi_and_kundapur.json,agumbe_and_murudeshwara.json,jog falls_and_tumkur.json,shimoga_and_sringeri.json,bidar_and_manipal.json"
talaguppa,town,2,"Talaguppa, Sagara taluk, Shimoga district, Karnataka, 577430, India",74.911064,14.2148828,22,"chitradurga_and_dharmasthala.json,agumbe_and_tumkur.json,agumbe_and_jog falls.json,jog falls_and_thirthahalli.json,jog falls_and_raichur.json,gulbarga_and_thirthahalli.json,hubli_and_thirthahalli.json,bangalore_and_thirthahalli.json,jog falls_and_srirangapatna.json,belgaum_and_shimoga.json,jog falls_and_kollur.json,bellary_and_shimoga.json,jog falls_and_shimoga.json,agumbe_and_mysore.json,jog falls_and_sringeri.json,bellary_and_thirthahalli.json,belgaum_and_thirthahalli.json,jog falls_and_kundapur.json,jog falls_and_sakleshpur.json,bangalore_and_shimoga.json,jog falls_and_tumkur.json,shimoga_and_srirangapatna.json"
kadri manjunatha temple,place_of_worship,4,"Kadri Manjunatha Temple, Manjunatha Colony Road, Bikarnakatte, Nanthoor, Mangaluru, Mangaluru taluk, Dakshina Kannada, Karnataka, 575001, India",74.85560021854,12.88588535,22,"chitradurga_and_dharmasthala.json,bangalore_and_kollur.json,bangalore_and_dharmasthala.json,bangalore_and_mangalore.json,dharmasthala_and_hampi.json,bangalore_and_udupi.json,bellary_and_udupi.json,belur_and_udupi.json,sakleshpur_and_udupi.json,dharmasthala_and_yana.json,bangalore_and_thirthahalli.json,jog falls_and_manipal.json,kanakapura_and_manipal.json,kanakapura_and_mangalore.json,kanakapura_and_kollur.json,bijapur_and_manipal.json,bellary_and_dharmasthala.json,bijapur_and_dharmasthala.json,sakleshpur_and_thirthahalli.json,bellary_and_mangalore.json,dandeli_and_mangalore.json,bidar_and_dharmasthala.json"
jamalabad,attraction,2,"Jamalabad Fort, NH73, Halepete, Beltangadi taluk, Dakshina Kannada, Karnataka, 574214, India",75.2958407,13.0273698,12,"chitradurga_and_dharmasthala.json,bangalore_and_dharmasthala.json,bangalore_and_mangalore.json,bangalore_and_udupi.json,bellary_and_udupi.json,sakleshpur_and_udupi.json,bangalore_and_thirthahalli.json,kanakapura_and_mangalore.json,chikmagalur_and_dharmasthala.json,bellary_and_mangalore.json,dandeli_and_mangalore.json,chitradurga_and_mangalore.json"
sagar taluk,town,9,"Sagara, Sagara taluk, Shimoga district, Karnataka, 577400, India",75.0262551,14.1666594,34,"chitradurga_and_dharmasthala.json,jog falls_and_kemmangundi.json,belgaum_and_sirsi.json,chitradurga_and_shimoga.json,agumbe_and_tumkur.json,agumbe_and_jog falls.json,jog falls_and_thirthahalli.json,jog falls_and_raichur.json,gulbarga_and_thirthahalli.json,hubli_and_thirthahalli.json,badami_and_shimoga.json,bangalore_and_thirthahalli.json,belgaum_and_jog falls.json,jog falls_and_srirangapatna.json,belur_and_thirthahalli.json,badami_and_manipal.json,belgaum_and_shimoga.json,jog falls_and_kollur.json,shimoga_and_sirsi.json,bellary_and_shimoga.json,jog falls_and_shimoga.json,bijapur_and_thirthahalli.json,agumbe_and_mysore.json,jog falls_and_sringeri.json,jog falls_and_sirsi.json,bellary_and_thirthahalli.json,belgaum_and_thirthahalli.json,jog falls_and_kundapur.json,jog falls_and_sakleshpur.json,bangalore_and_shimoga.json,hubli_and_shimoga.json,jog falls_and_tumkur.json,shimoga_and_sringeri.json,shimoga_and_srirangapatna.json"
jamalabad fort,attraction,5,"Jamalabad Fort, NH73, Halepete, Beltangadi taluk, Dakshina Kannada, Karnataka, 574214, India",75.2958407,13.0273698,17,"chitradurga_and_dharmasthala.json,bangalore_and_dharmasthala.json,bangalore_and_mangalore.json,bangalore_and_udupi.json,bellary_and_udupi.json,agumbe_and_sakleshpur.json,sakleshpur_and_udupi.json,bangalore_and_thirthahalli.json,chikmagalur_and_davanagere.json,agumbe_and_kemmangundi.json,kanakapura_and_mangalore.json,chikmagalur_and_manipal.json,chikmagalur_and_dharmasthala.json,agumbe_and_belgaum.json,bellary_and_mangalore.json,dandeli_and_mangalore.json,chitradurga_and_mangalore.json"
kukke subrahmanya,village,9,"Kukke Subrahmanya, Sulya taluk, Dakshina Kannada, Karnataka, 574238, India",75.6131771,12.6677868,11,"chitradurga_and_dharmasthala.json,bangalore_and_dharmasthala.json,bangalore_and_mangalore.json,agumbe_and_tumkur.json,bijapur_and_sringeri.json,agumbe_and_virajpet.json,bijapur_and_mangalore.json,dharmasthala_and_yana.json,chitradurga_and_murudeshwara.json,badami_and_manipal.json,belgaum_and_dharmasthala.json"
mathura,hotel,3,"Mathura Paradise, Balraj Arasa Road, Durgigudi, Shivamogga, Shivamogga taluku, Shimoga district, Karnataka, 577200, India",75.5743626,13.9350486,3,"chitradurga_and_dharmasthala.json,kanakapura_and_kemmangundi.json,bellary_and_kollur.json"
kigga,village,12,"Kigga, Sringeri taluku, Chikkamagaluru district, Karnataka, 577139, India",75.1903656777356,13.41691525,43,"chitradurga_and_dharmasthala.json,jog falls_and_kemmangundi.json,badami_and_madikeri.json,sakleshpur_and_sringeri.json,hampi_and_mangalore.json,agumbe_and_sringeri.json,badami_and_sringeri.json,dharmasthala_and_hampi.json,jog falls_and_nandi hills.json,bijapur_and_sringeri.json,bidar_and_sringeri.json,hampi_and_kanakapura.json,sakleshpur_and_tumkur.json,bangalore_and_sringeri.json,agumbe_and_dharmasthala.json,chikmagalur_and_kollur.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,bangalore_and_hassan.json,chikmagalur_and_sringeri.json,belur_and_tumkur.json,dharmasthala_and_nandi hills.json,belur_and_nandi hills.json,bellary_and_virajpet.json,chitradurga_and_nandi hills.json,bellary_and_sringeri.json,jog falls_and_sringeri.json,badami_and_nandi hills.json,hampi_and_madikeri.json,hubli_and_sringeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,belur_and_sringeri.json,agumbe_and_hassan.json,chitradurga_and_sringeri.json,chikmagalur_and_dharmasthala.json,hampi_and_mysore.json,jog falls_and_tumkur.json,shimoga_and_sringeri.json,hampi_and_nandi hills.json,belgaum_and_sringeri.json,bidar_and_dharmasthala.json,belur_and_kollur.json"
lakkavalli,village,5,"Lakkavalli, Soraba taluk, Shimoga district, Karnataka, India",75.1078097,14.5841018,42,"chitradurga_and_dharmasthala.json,chitradurga_and_dandeli.json,chitradurga_and_mysore.json,chitradurga_and_shimoga.json,belgaum_and_tumkur.json,agumbe_and_tumkur.json,jog falls_and_thirthahalli.json,bangalore_and_chikmagalur.json,chikmagalur_and_srirangapatna.json,belgaum_and_mangalore.json,badami_and_shimoga.json,bellary_and_chikmagalur.json,dandeli_and_hospet.json,chikmagalur_and_mysore.json,chikmagalur_and_davanagere.json,bijapur_and_dandeli.json,dandeli_and_mysore.json,belgaum_and_shimoga.json,agumbe_and_bangalore.json,bangalore_and_chitradurga.json,chikmagalur_and_raichur.json,chikmagalur_and_virajpet.json,bijapur_and_thirthahalli.json,chikmagalur_and_sirsi.json,agumbe_and_davanagere.json,bangalore_and_belur.json,chikmagalur_and_yana.json,bangalore_and_belgaum.json,bidar_and_chikmagalur.json,belgaum_and_chikmagalur.json,dandeli_and_davanagere.json,belgaum_and_thirthahalli.json,bangalore_and_dandeli.json,agumbe_and_hassan.json,jog falls_and_kundapur.json,chikmagalur_and_talakadu.json,dandeli_and_kanakapura.json,chikmagalur_and_tumkur.json,bellary_and_mangalore.json,dandeli_and_mangalore.json,chitradurga_and_mangalore.json,shimoga_and_srirangapatna.json"
chennakesava temple,place_of_worship,20,"Chennakesava Temple, NH73, Navilahalli, Beluru taluk, Hassan district, Karnataka, India",75.8603311,13.1629239,137,"chitradurga_and_dharmasthala.json,hassan_and_hubli.json,hubli_and_sakleshpur.json,badami_and_madikeri.json,bellary_and_hassan.json,chikmagalur_and_hassan.json,belgaum_and_kanakapura.json,bellary_and_sakleshpur.json,bijapur_and_sakleshpur.json,belur_and_raichur.json,hampi_and_mangalore.json,belur_and_shravanabelagola.json,kanakapura_and_murudeshwara.json,gulbarga_and_yana.json,bidar_and_shimoga.json,belur_and_hampi.json,jog falls_and_nandi hills.json,gulbarga_and_thirthahalli.json,hubli_and_thirthahalli.json,bijapur_and_hassan.json,hampi_and_kanakapura.json,shimoga_and_shravanabelagola.json,belur_and_chikmagalur.json,belur_and_davanagere.json,sakleshpur_and_tumkur.json,bellary_and_manipal.json,bijapur_and_mangalore.json,belgaum_and_mangalore.json,bangalore_and_madikeri.json,belgaum_and_kemmangundi.json,belur_and_manipal.json,bijapur_and_kundapur.json,belgaum_and_manipal.json,bijapur_and_mysore.json,belur_and_kanakapura.json,belur_and_murudeshwara.json,belur_and_sirsi.json,belgaum_and_nandi hills.json,chitradurga_and_shravanabelagola.json,bellary_and_mysore.json,bijapur_and_talakadu.json,bijapur_and_shimoga.json,chikmagalur_and_davanagere.json,bellary_and_srirangapatna.json,chitradurga_and_hassan.json,belur_and_hassan.json,belur_and_thirthahalli.json,bellary_and_nandi hills.json,belur_and_shimoga.json,jog falls_and_madikeri.json,bijapur_and_chikmagalur.json,belur_and_madikeri.json,chitradurga_and_kanakapura.json,bidar_and_hubli.json,bangalore_and_hassan.json,belur_and_virajpet.json,belur_and_tumkur.json,belur_and_dandeli.json,bellary_and_shimoga.json,belgaum_and_kundapur.json,chikmagalur_and_mangalore.json,dharmasthala_and_nandi hills.json,chikmagalur_and_raichur.json,kanakapura_and_mangalore.json,hubli_and_virajpet.json,belur_and_nandi hills.json,bellary_and_virajpet.json,belgaum_and_mysore.json,bijapur_and_thirthahalli.json,bellary_and_murudeshwara.json,hubli_and_mysore.json,badami_and_belur.json,chitradurga_and_nandi hills.json,belgaum_and_talakadu.json,belgaum_and_shravanabelagola.json,bidar_and_tumkur.json,chikmagalur_and_jog falls.json,belur_and_kemmangundi.json,belur_and_srirangapatna.json,badami_and_nandi hills.json,chikmagalur_and_hospet.json,hampi_and_madikeri.json,bijapur_and_kollur.json,bangalore_and_belur.json,hubli_and_mangalore.json,belur_and_sakleshpur.json,chikmagalur_and_yana.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,bijapur_and_manipal.json,bidar_and_chikmagalur.json,belgaum_and_belur.json,bijapur_and_sirsi.json,belgaum_and_chikmagalur.json,hampi_and_manipal.json,belur_and_sringeri.json,bellary_and_thirthahalli.json,bijapur_and_murudeshwara.json,bellary_and_belur.json,belur_and_hubli.json,belur_and_hospet.json,gulbarga_and_udupi.json,agumbe_and_bijapur.json,agumbe_and_bellary.json,bellary_and_kundapur.json,jog falls_and_sakleshpur.json,hubli_and_shimoga.json,belgaum_and_murudeshwara.json,bijapur_and_tumkur.json,belur_and_mangalore.json,hampi_and_mysore.json,belur_and_kundapur.json,belur_and_jog falls.json,bijapur_and_davanagere.json,agumbe_and_belgaum.json,belur_and_talakadu.json,belur_and_bidar.json,agumbe_and_hubli.json,belgaum_and_sakleshpur.json,hubli_and_shravanabelagola.json,bellary_and_mangalore.json,jog falls_and_tumkur.json,bellary_and_tumkur.json,bellary_and_talakadu.json,bellary_and_shravanabelagola.json,hampi_and_nandi hills.json,hampi_and_murudeshwara.json,hubli_and_nandi hills.json,agumbe_and_belur.json,bidar_and_hospet.json,bijapur_and_kanakapura.json,belgaum_and_hassan.json,belur_and_chitradurga.json,bellary_and_kanakapura.json,belur_and_kollur.json,bijapur_and_srirangapatna.json,belur_and_yana.json"
veeranarayana,place_of_worship,1,"Veeranarayana Temple, Solapur-Mangalore Highway, Shakthinagar, Kulashekara, Kudupu, Mangaluru taluk, Dakshina Kannada, Karnataka, 575007, India",74.8847597015472,12.88735285,18,"chitradurga_and_dharmasthala.json,badami_and_madikeri.json,hampi_and_mangalore.json,jog falls_and_nandi hills.json,hampi_and_kanakapura.json,sakleshpur_and_tumkur.json,jog falls_and_madikeri.json,bangalore_and_hassan.json,belur_and_tumkur.json,dharmasthala_and_nandi hills.json,belur_and_nandi hills.json,bellary_and_virajpet.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,hampi_and_mysore.json,jog falls_and_tumkur.json"
b.h road,primary,1,"Bengaluru Honnavara Road, Tumakuru, Tumkur taluk, Tumkur district, Karnataka, 572101, India",77.1210915,13.3358176,1,chitradurga_and_dharmasthala.json
chamundi,peak,5,"Chamundi Hill, Mysuru, Mysuru taluk, Mysuru district, Karnataka, 570001, India",76.6703937,12.2724017,28,"chitradurga_and_dharmasthala.json,hassan_and_hubli.json,badami_and_madikeri.json,davanagere_and_mysore.json,hampi_and_mangalore.json,jog falls_and_nandi hills.json,hampi_and_kanakapura.json,sakleshpur_and_tumkur.json,chitradurga_and_srirangapatna.json,bellary_and_nandi hills.json,jog falls_and_madikeri.json,chitradurga_and_kanakapura.json,bangalore_and_hassan.json,dharmasthala_and_nandi hills.json,belur_and_nandi hills.json,bellary_and_virajpet.json,belgaum_and_mysore.json,agumbe_and_mysore.json,chitradurga_and_nandi hills.json,badami_and_nandi hills.json,hampi_and_madikeri.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,hampi_and_mysore.json,jog falls_and_tumkur.json,bangalore_and_mysore.json,hampi_and_nandi hills.json,bijapur_and_srirangapatna.json"
cochin,confectionery,23,"Cochin Bakery, Old Kent Road, Pandeshwar, Attavar, Mangaluru, Mangaluru taluk, Dakshina Kannada, Karnataka, 575001, India",74.8390919,12.8604752,33,"chitradurga_and_dharmasthala.json,belur_and_raichur.json,belgaum_and_davanagere.json,jog falls_and_nandi hills.json,hubli_and_thirthahalli.json,chitradurga_and_yana.json,belgaum_and_mangalore.json,hubli_and_udupi.json,bidar_and_kundapur.json,bidar_and_nandi hills.json,bidar_and_talakadu.json,belgaum_and_nandi hills.json,sakleshpur_and_udupi.json,chikmagalur_and_mysore.json,dandeli_and_nandi hills.json,badami_and_srirangapatna.json,bellary_and_kollur.json,bangalore_and_hassan.json,kanakapura_and_manipal.json,dharmasthala_and_nandi hills.json,bellary_and_yana.json,bangalore_and_hubli.json,bellary_and_murudeshwara.json,bellary_and_kemmangundi.json,hubli_and_mangalore.json,agumbe_and_nandi hills.json,bidar_and_yana.json,belur_and_mangalore.json,bidar_and_sakleshpur.json,jog falls_and_tumkur.json,bellary_and_shravanabelagola.json,bidar_and_dharmasthala.json,belur_and_yana.json"
nittur,tertiary,6,"Malebennur Nittur Road, Nitturu, Harihara taluku, Davanagere district, Karnataka, 577530, India",75.7595937,14.3579814,32,"chitradurga_and_dharmasthala.json,bangalore_and_kollur.json,chitradurga_and_shimoga.json,agumbe_and_tumkur.json,jog falls_and_raichur.json,hampi_and_kollur.json,gulbarga_and_thirthahalli.json,hubli_and_thirthahalli.json,badami_and_shimoga.json,bijapur_and_kemmangundi.json,bangalore_and_thirthahalli.json,dandeli_and_kollur.json,belgaum_and_kollur.json,jog falls_and_srirangapatna.json,belgaum_and_shimoga.json,bellary_and_kollur.json,badami_and_kollur.json,bellary_and_shimoga.json,jog falls_and_shimoga.json,bijapur_and_thirthahalli.json,agumbe_and_mysore.json,bijapur_and_kollur.json,kanakapura_and_kollur.json,bellary_and_thirthahalli.json,belgaum_and_thirthahalli.json,bidar_and_kollur.json,jog falls_and_sakleshpur.json,bangalore_and_shimoga.json,jog falls_and_tumkur.json,shimoga_and_sringeri.json,shimoga_and_srirangapatna.json,belur_and_kollur.json"
shivaratri,hostel,7,"Sri Shivaratri Rajendra Hostel, Maruti Temple Road, Sarasvatipuram, Mysuru, Mysuru taluk, Mysuru district, Karnataka, 570009, India",76.6205054046657,12.30672945,7,"chitradurga_and_dharmasthala.json,chitradurga_and_mysore.json,bidar_and_jog falls.json,dharmasthala_and_yana.json,bellary_and_srirangapatna.json,jog falls_and_srirangapatna.json,bijapur_and_kollur.json"
malpe beach,marina,30,"Malpe Beach, Malpe Road, Adi Udupi, Malpe, Udupi taluku, Udupi district, Karnataka, 576101, India",74.6977767,13.3610748,73,"chitradurga_and_dharmasthala.json,bangalore_and_manipal.json,bangalore_and_kundapur.json,badami_and_madikeri.json,hubli_and_manipal.json,bidar_and_mangalore.json,belgaum_and_kanakapura.json,hampi_and_mangalore.json,bangalore_and_dharmasthala.json,dandeli_and_manipal.json,bangalore_and_mangalore.json,bidar_and_udupi.json,badami_and_udupi.json,bidar_and_shimoga.json,jog falls_and_nandi hills.json,bidar_and_jog falls.json,bangalore_and_udupi.json,hampi_and_kanakapura.json,bellary_and_udupi.json,sakleshpur_and_tumkur.json,bellary_and_manipal.json,bijapur_and_mangalore.json,agumbe_and_manipal.json,kanakapura_and_kundapur.json,hubli_and_udupi.json,belur_and_manipal.json,belgaum_and_manipal.json,bidar_and_kundapur.json,kanakapura_and_kemmangundi.json,sakleshpur_and_udupi.json,bangalore_and_thirthahalli.json,chitradurga_and_murudeshwara.json,bellary_and_srirangapatna.json,agumbe_and_kundapur.json,badami_and_manipal.json,jog falls_and_madikeri.json,kundapur_and_tumkur.json,chitradurga_and_kanakapura.json,bijapur_and_udupi.json,bangalore_and_hassan.json,jog falls_and_udupi.json,belur_and_tumkur.json,kanakapura_and_manipal.json,bellary_and_shimoga.json,dharmasthala_and_nandi hills.json,kanakapura_and_mangalore.json,belur_and_nandi hills.json,jog falls_and_virajpet.json,bellary_and_virajpet.json,kundapur_and_udupi.json,bidar_and_tumkur.json,badami_and_nandi hills.json,chikmagalur_and_hospet.json,hampi_and_madikeri.json,kanakapura_and_kollur.json,agumbe_and_kanakapura.json,hampi_and_hassan.json,bijapur_and_manipal.json,chitradurga_and_udupi.json,hampi_and_manipal.json,gulbarga_and_udupi.json,chitradurga_and_manipal.json,kundapur_and_virajpet.json,dandeli_and_kanakapura.json,chikmagalur_and_manipal.json,hampi_and_mysore.json,bellary_and_mangalore.json,jog falls_and_tumkur.json,dandeli_and_mangalore.json,jog falls_and_talakadu.json,bidar_and_hospet.json,bidar_and_manipal.json,chitradurga_and_mangalore.json"
