"subject","label","comment","abstract"
"http://dbpedia.org/resource/Cerro_San_Luis_Obispo","Cerro San Luis Obispo","Cerro San Luis Obispo is a 1,292 feet (394 m) mountain in San Luis Obispo, California. It is part of the chain of peaks called the Nine Sisters. It is colloquially referred to as ""San Luis Mountain"" based on history or incorrectly as ""Mount San Luis"", ""Madonna Mountain"" or ""Mission Mountain."" It is a popular spot for hiking, jogging and mountain biking, offering spectacular views and steep terrain. Right below the west side of the visible peak, there is a fairly large plateau with a large wooden stage on the east end. The large white ""M"" present on the east face derives from Mission Prep High School and not Madonna as many believe.","Cerro San Luis Obispo is a 1,292 feet (394 m) mountain in San Luis Obispo, California. It is part of the chain of peaks called the Nine Sisters. It is colloquially referred to as ""San Luis Mountain"" based on history or incorrectly as ""Mount San Luis"", ""Madonna Mountain"" or ""Mission Mountain."" It is a popular spot for hiking, jogging and mountain biking, offering spectacular views and steep terrain. Right below the west side of the visible peak, there is a fairly large plateau with a large wooden stage on the east end. The large white ""M"" present on the east face derives from Mission Prep High School and not Madonna as many believe."
"http://dbpedia.org/resource/Echo_Mountain","Echo Mountain","Echo Mountain is a mountain summit of the San Gabriel Mountains, in the Angeles National Forest above Altadena, in Los Angeles County, California.","Echo Mountain is a mountain summit of the San Gabriel Mountains, in the Angeles National Forest above Altadena, in Los Angeles County, California."
"http://dbpedia.org/resource/Mission_Peak","Mission Peak","Mission Peak Regional Preserve is a public park east of Fremont, California, operated by the East Bay Regional Park District. It is the northern summit on a ridge that includes Mount Allison and Monument Peak. Mission Peak has symbolic importance, and is depicted on the logo of the City of Fremont.","Mission Peak Regional Preserve is a public park east of Fremont, California, operated by the East Bay Regional Park District. It is the northern summit on a ridge that includes Mount Allison and Monument Peak. Mission Peak has symbolic importance, and is depicted on the logo of the City of Fremont."
"http://dbpedia.org/resource/Monument_Peak_(Milpitas,_California)","Monument Peak (Milpitas, California)","Monument Peak is a mountain peak located southeast of Fremont and northeast of Milpitas, in the East Bay region of the San Francisco Bay Area, in California.","Monument Peak is a mountain peak located southeast of Fremont and northeast of Milpitas, in the East Bay region of the San Francisco Bay Area, in California."
"http://dbpedia.org/resource/Mount_Allison","Mount Allison","Mount Allison is a peak of the Diablo Range, located in the East Bay southeast of Fremont, California.","Mount Allison is a peak of the Diablo Range, located in the East Bay southeast of Fremont, California."
"http://dbpedia.org/resource/Mount_Morrison_(California)","Mount Morrison (California)","Mount Morrison is located in the Sierra Nevada, in the Sherwin Range. It rises south of Convict Lake near the town of Mammoth Lakes.","Mount Morrison is located in the Sierra Nevada, in the Sherwin Range. It rises south of Convict Lake near the town of Mammoth Lakes."
"http://dbpedia.org/resource/Rocky_Peak","Rocky Peak","Rocky Peak, located in Rocky Peak Park, is the third-highest point in the Santa Susana Mountains, and overlooks the San Fernando Valley and Chatsworth, the Simi Hills, and the Simi Valley in Southern California. The peak, which is 2,715 feet (828 m) in elevation, sits on the Los Angeles County–Ventura County line.","Rocky Peak, located in Rocky Peak Park, is the third-highest point in the Santa Susana Mountains, and overlooks the San Fernando Valley and Chatsworth, the Simi Hills, and the Simi Valley in Southern California. The peak, which is 2,715 feet (828 m) in elevation, sits on the Los Angeles County–Ventura County line."
"http://dbpedia.org/resource/Bear_Mountain_(Kern_County,_California)","Bear Mountain (Kern County, California)","Bear Mountain is a peak in the Tehachapi Mountains, near Tehachapi, California.The mountain is north of Bear Valley Springs, and west of the Tehachapi Loop, a spiral on the railroad line through Tehachapi Pass.Much of the mountain is on land owned by the Keene Ranch.[citation needed]","Bear Mountain is a peak in the Tehachapi Mountains, near Tehachapi, California. The mountain is north of Bear Valley Springs, and west of the Tehachapi Loop, a spiral on the railroad line through Tehachapi Pass. Much of the mountain is on land owned by the Keene Ranch.[citation needed]"
"http://dbpedia.org/resource/Minarets_(California)","Minarets (California)","The Minarets are a series of jagged peaks located in the Ritter Range, a sub-range of the Sierra Nevada Mountains in the state of California. They are easily viewed from Minaret Summit, which is accessible by auto. The peaks bear a certain resemblance to the minarets of Islamic mosques. Collectively, they form an arête, and are a prominent feature in the Ansel Adams Wilderness which was known as the Minaret Wilderness until it was renamed in honor of Ansel Adams in 1984.The area is notable for two fatalities:","The Minarets are a series of jagged peaks located in the Ritter Range, a sub-range of the Sierra Nevada Mountains in the state of California. They are easily viewed from Minaret Summit, which is accessible by auto. The peaks bear a certain resemblance to the minarets of Islamic mosques. Collectively, they form an arête, and are a prominent feature in the Ansel Adams Wilderness which was known as the Minaret Wilderness until it was renamed in honor of Ansel Adams in 1984. The peaks were named in 1868 by the California Geographical Survey, which reported: ""To the south of Mount Ritter are some grand pinnacles of granite, very lofty and apparently inaccessible, to which we gave the name of 'the Minarets.'""Seventeen of the Minarets have been given unofficial names, including Michael Minaret, Adams Minaret, Leonard Minaret, and Clyde Minaret. Clyde Minaret, named after Norman Clyde, is the tallest of the spires. The Southeast Face Route of Clyde Minaret is a technical rock climb featured in Fifty Classic Climbs of North America. The area is notable for two fatalities:"
"http://dbpedia.org/resource/Montgomery_Peak","Montgomery Peak","Montgomery Peak is a mountain in the White Mountains of California, USA. It is less than 1 mile (1.6 km) from Boundary Peak, the highest point in Nevada. It can be climbed in combination with Boundary Peak. The mountain is in the Inyo National Forest and White Mountains Wilderness.","Montgomery Peak is a mountain in the White Mountains of California, USA. It is less than 1 mile (1.6 km) from Boundary Peak, the highest point in Nevada. It can be climbed in combination with Boundary Peak. The mountain is in the Inyo National Forest and White Mountains Wilderness."
"http://dbpedia.org/resource/Mount_Soledad","Mount Soledad","Mount Soledad is a prominent landmark in the city of San Diego, California, United States. The mountaintop is the site of the Mount Soledad cross, the subject of a continuing controversy over the involvement of religion in government.","Mount Soledad is a prominent landmark in the city of San Diego, California, United States. The mountaintop is the site of the Mount Soledad cross, the subject of a continuing controversy over the involvement of religion in government."
"http://dbpedia.org/resource/Grizzly_Peak_(Berkeley_Hills)","Grizzly Peak (Berkeley Hills)","Grizzly Peak is a summit in the Berkeley Hills above Berkeley, California. The peak is located on the border between Alameda and Contra Costa counties, within the boundaries of Tilden Regional Park, and directly behind the University of California, Berkeley campus.","Grizzly Peak is a summit in the Berkeley Hills above Berkeley, California. The peak is located on the border between Alameda and Contra Costa counties, within the boundaries of Tilden Regional Park, and directly behind the University of California, Berkeley campus. The peak was named for the California grizzly bear which inhabited the local area until the late 1800s. The last sighting locally was by a man who was reportedly killed by a grizzly in Strawberry Canyon below Grizzly Peak in the 1860s. The first local killing of a grizzly by a European occurred in 1772, also along Strawberry Creek just west of what is today the UC Berkeley campus, within what is now downtown Berkeley. The shooting by Spanish soldiers was recorded by Father Juan Crespi. The last grizzly in all of California was killed in the Sierra foothills east of Fresno in August 1922. Grizzly Peak became more accessible in 1932 when Grizzly Peak Boulevard was constructed along the ridge line of the Berkeley Hills. The name was extended to the previously-constructed ridge line stretch of Euclid Avenue to the north shortly thereafter. This portion was and remains a residential area of Berkeley while the original stretch is largely undeveloped. Grizzly Peak Blvd. now extends from Kenyon Avenue in Kensington in the north, through Berkeley and Oakland to an intersection with Skyline Blvd. above Oakland to the south. Before Grizzly Peak Blvd. was constructed, the location of its current intersection with Claremont (before 1892 known as Telegraph Road) and Fish Ranch Road was historically an important pass through the Berkeley Hills, before the tunnel that preceded today's Caldecott Tunnel was constructed through the hills in 1903; an inn and stage stop called the Summit House was located here."
"http://dbpedia.org/resource/Grizzly_Peak_(Mariposa_County,_California)","Grizzly Peak (Mariposa County, California)","Grizzly Peak in Yosemite Valley is a promontory on the southwest wall below the popular Half Dome. It can be seen on the hike to Vernal Fall and Nevada Fall, from northeastern Glacier Point, and various other locations in the Yosemite Valley. The top is not accessible by any trail, although rock climbers frequent the peak.","Grizzly Peak in Yosemite Valley is a promontory on the southwest wall below the popular Half Dome. It can be seen on the hike to Vernal Fall and Nevada Fall, from northeastern Glacier Point, and various other locations in the Yosemite Valley. The top is not accessible by any trail, although rock climbers frequent the peak."
"http://dbpedia.org/resource/Red_Slate_Mountain","Red Slate Mountain","Red Slate Mountain is a summit in the Sierra Nevada. It lies along the Sierra Crest that divides Fresno County from Mono County, California.Red Slate Mountain can be reached by scrambling either from McGee Pass, or starting from Bighorn Lake.The area to the north of Red Slate Mountain is amongst the most seismically active in California which is associated with the Long Valley Caldera.Red Slate Mountain was named by the California Geological Survey, in 1873. However, it is not clear whether the survey meant to name this peak, or Red and White Mountain.","Red Slate Mountain is a summit in the Sierra Nevada. It lies along the Sierra Crest that divides Fresno County from Mono County, California. Red Slate Mountain can be reached by scrambling either from McGee Pass, or starting from Bighorn Lake. The area to the north of Red Slate Mountain is amongst the most seismically active in California which is associated with the Long Valley Caldera. Red Slate Mountain was named by the California Geological Survey, in 1873. However, it is not clear whether the survey meant to name this peak, or Red and White Mountain."
"http://dbpedia.org/resource/Rooster_Comb","Rooster Comb","Rooster Comb is a prominent ridge located in Henry W. Coe State Park, east of Morgan Hill, California and in Stanislaus County. Its name refers to the large fleshy red skin atop a rooster's head. The resemblance to a rooster's comb is evident by the large rock formations running the length of the ridge, separating it from the grassy slopes below. This contrast gives the illusion of a rooster's comb.","Rooster Comb is a prominent ridge located in Henry W. Coe State Park, east of Morgan Hill, California and in Stanislaus County. Its name refers to the large fleshy red skin atop a rooster's head. The resemblance to a rooster's comb is evident by the large rock formations running the length of the ridge, separating it from the grassy slopes below. This contrast gives the illusion of a rooster's comb."
"http://dbpedia.org/resource/Pilot_Knob_(Imperial_County,_California)","Pilot Knob (Imperial County, California)","Pilot Knob (also, Avie Quah-la-Altwa, Ha-bee-co-la-la, and San Pablo) is a peak in Imperial County, California. Pilot Knob is located 8 miles (13 km) southeast of Ogilby, It rises to an elevation of 876 feet (267 m). Pilot Knob is a rocky landform, geologically a Volcanic plug, west of Yuma, Arizona–Winterhaven, California; it is connected to the Cargo Muchacho Mountains, the central portion of the mountains being about 7 miles (11 km) north. Pilot Knob was named for its prominence as a landmark for riverboat traffic in the 19th-20th centuries on the Colorado River which borders Winterhaven–Yuma.","Pilot Knob (also, Avie Quah-la-Altwa, Ha-bee-co-la-la, and San Pablo) is a peak in Imperial County, California. Pilot Knob is located 8 miles (13 km) southeast of Ogilby, It rises to an elevation of 876 feet (267 m). Pilot Knob is a rocky landform, geologically a Volcanic plug, west of Yuma, Arizona–Winterhaven, California; it is connected to the Cargo Muchacho Mountains, the central portion of the mountains being about 7 miles (11 km) north. Pilot Knob was named for its prominence as a landmark for riverboat traffic in the 19th-20th centuries on the Colorado River which borders Winterhaven–Yuma."
"http://dbpedia.org/resource/Twin_Sisters_(California)","Twin Sisters (California)","Twin Sisters are the twin summits of the highest peak in the Howell Mountains of Solano and Napa Counties, California.","Twin Sisters are the twin summits of the highest peak in the Howell Mountains of Solano and Napa Counties, California."
"http://dbpedia.org/resource/Cahuenga_Peak","Cahuenga Peak","Cahuenga Peak is the 12th-highest named peak in the Santa Monica Mountains and is located just west of the Hollywood Sign. It provides a spectacular 360-degree panorama of the Los Angeles Basin and the San Fernando Valley for those hikers willing to climb the roadless peak.","Cahuenga Peak is the 12th-highest named peak in the Santa Monica Mountains and is located just west of the Hollywood Sign. It provides a spectacular 360-degree panorama of the Los Angeles Basin and the San Fernando Valley for those hikers willing to climb the roadless peak."
"http://dbpedia.org/resource/Mount_Keith","Mount Keith","Mount Keith is a mountain on the crest of California's Sierra Nevada, between Mount Bradley to the north, and Junction Peak to the southwest. Its north and west facing slopes feed the Kings River watershed by way of Bubbs Creek, and its east and south slopes feed the Owens River via Shepherd Creek. By the same dividing line, Keith stands on the boundary of Kings Canyon National Park to the northwest, and the John Muir Wilderness to the southeast. It is a thirteener, a mountain which has a height over 13,000 feet (3,962 m).","Mount Keith is a mountain on the crest of California's Sierra Nevada, between Mount Bradley to the north, and Junction Peak to the southwest. Its north and west facing slopes feed the Kings River watershed by way of Bubbs Creek, and its east and south slopes feed the Owens River via Shepherd Creek. By the same dividing line, Keith stands on the boundary of Kings Canyon National Park to the northwest, and the John Muir Wilderness to the southeast. It is a thirteener, a mountain which has a height over 13,000 feet (3,962 m). The peak was named for artist and Sierra Club member, William Keith, by Helen Gompertz (later Helen LeConte) in July 1896. The first ascending party consisted of Cornelius Beach Bradley, Jennie and Robert Price, and Joseph Shinn. Scrambling over boulders and scree from the upper lakes of Center Basin, they made the summit by the Northwest Face route on July 6, 1898."
"http://dbpedia.org/resource/Mount_Lukens","Mount Lukens","Mount Lukens is a mountain peak of the San Gabriel Mountains, located in Los Angeles County, Southern California.","Mount Lukens is a mountain peak of the San Gabriel Mountains, located in Los Angeles County, Southern California."
"http://dbpedia.org/resource/Mount_Oso","Mount Oso","Mount Oso (Spanish: Cerro del Oso) is a mountain in Western Stanislaus County, located on theDiablo Range. At 3,360 feet in elevation, it is the third highest point in Stanislaus County. There are many radio stations and an unused forest fire lookout tower on the mountain. It appears in the City of Modesto's logo due to its predominance in the area's skyline.","Mount Oso (Spanish: Cerro del Oso) is a mountain in Western Stanislaus County, located on the Diablo Range. At 3,360 feet in elevation, it is the third highest point in Stanislaus County. There are many radio stations and an unused forest fire lookout tower on the mountain. It appears in the City of Modesto's logo due to its predominance in the area's skyline."
"http://dbpedia.org/resource/Schroeder_Mountain","Schroeder Mountain","Schroeder Mountain is a mountain in the California's Sierra Nevada, on the Tahoe National Forest. It is located 0.8 miles (1 km) east of California State Route 49 in Sierra County. Its elevation is 6,942 feet (2,116 m).It is 2.5 miles (4.0 km) west-northwest of Yuba Pass, 1.5 miles (2.4 km) southwest of Beartrap Meadow; approx. 30 miles (48 km) northeast of Downieville. Clark Station Summer Home Tract is at the base of the mountain.","Schroeder Mountain is a mountain in the California's Sierra Nevada, on the Tahoe National Forest. It is located 0.8 miles (1 km) east of California State Route 49 in Sierra County. Its elevation is 6,942 feet (2,116 m). It is 2.5 miles (4.0 km) west-northwest of Yuba Pass, 1.5 miles (2.4 km) southwest of Beartrap Meadow; approx. 30 miles (48 km) northeast of Downieville. Clark Station Summer Home Tract is at the base of the mountain."
"http://dbpedia.org/resource/Jepson_Peak","Jepson Peak","Jepson Peak is a summit, 1.2 miles (1.9 km) west of San Gorgonio Mountain, in the San Gorgonio Wilderness. It is the second highest summit in Southern California, but most authors would not rank this peak because it has less than 300 feet (91 m) of prominence and does not qualify as an independent peak.The peak is named for Willis Linn Jepson, who was a University of California botanist and a charter member of the Sierra Club.","Jepson Peak is a summit, 1.2 miles (1.9 km) west of San Gorgonio Mountain, in the San Gorgonio Wilderness. It is the second highest summit in Southern California, but most authors would not rank this peak because it has less than 300 feet (91 m) of prominence and does not qualify as an independent peak. The peak is named for Willis Linn Jepson, who was a University of California botanist and a charter member of the Sierra Club."
"http://dbpedia.org/resource/Laurel_Mountain_(California)","Laurel Mountain (California)","Laurel Mountain is a peak in Mono County, California. It lies in the Sherwin Range of the Sierra Nevada and is in the John Muir Wilderness. It reaches a height of 11,818 feet (3,602 m) and is largely composed of metamorphic rock caused by contact with an intruding pluton in the late Cretaceous.","Laurel Mountain is a peak in Mono County, California. It lies in the Sherwin Range of the Sierra Nevada and is in the John Muir Wilderness. It reaches a height of 11,818 feet (3,602 m) and is largely composed of metamorphic rock caused by contact with an intruding pluton in the late Cretaceous."
"http://dbpedia.org/resource/Middle_Sister_(California)","Middle Sister (California)","Middle Sister is a mountain in the Sweetwater Mountains of Mono County, California, United States. It is located within the Humboldt-Toiyabe National Forest. The northeast ridge crosses into Lyon County in Nevada, making it that county's highest point at 10,565 feet (3,220 m).","Middle Sister is a mountain in the Sweetwater Mountains of Mono County, California, United States. It is located within the Humboldt-Toiyabe National Forest. The northeast ridge crosses into Lyon County in Nevada, making it that county's highest point at 10,565 feet (3,220 m)."
"http://dbpedia.org/resource/Thompson_Peak_(California)","Thompson Peak (California)","Thompson Peak is a mountain (a high point on a tall granite ridge) in Trinity County, California. It is the highest peak in the Trinity Alps Wilderness. It is the highest point in a ridge that also features Wedding Cake, another well-known Trinity Alps peak. Thompson Peak is the highest Peak in the Trinity Alps Wilderness, a vast assemblage of craggy granite mountains in northwestern California (Trinity Alps Wilderness is the seventh largest designated wilderness area in California). Thompson Peak is the second highest mountain in Northern California west of the Cascades, after 9027 foot; Mount Eddy.(Quote from Per SP member Ed Cooper) ""It is incorrect to say that there is no longer glacial activity in the area. The Thompson Glacier lies below the North Face of Thompson Peak. Late in the s","Thompson Peak is a mountain (a high point on a tall granite ridge) in Trinity County, California. It is the highest peak in the Trinity Alps Wilderness. It is the highest point in a ridge that also features Wedding Cake, another well-known Trinity Alps peak. Thompson Peak is the highest Peak in the Trinity Alps Wilderness, a vast assemblage of craggy granite mountains in northwestern California (Trinity Alps Wilderness is the seventh largest designated wilderness area in California). Thompson Peak is the second highest mountain in Northern California west of the Cascades, after 9027 foot; Mount Eddy.(Quote from Per SP member Ed Cooper) ""It is incorrect to say that there is no longer glacial activity in the area. The Thompson Glacier lies below the North Face of Thompson Peak. Late in the season, when most of the winter snow has melted, the crevasses and ice of this glacier are exposed. There is another smaller body of snow/ice to the right of the Thompson Glacier, below the north face that might also be considered a small glacier. Further, there is definitely one small glacier on a nearby peak that has crevasses and clearly displays glacier ice. The Trinity Alps have the distinction of being the only mountain range in the United States that lies entirely below timberline (small trees grow just below the final summit block of Thompson Peak) that contains active glaciers."" Thompson Peak has steep north and east faces and a gentle southwest slope. Permanent snow fields fill its wide north cirque and also below its east face. It is usually climbed from Canyon Creek Trail, ascending the class 2-3 South Ridge from the east. This route has an 8000 feet elevation gain. About 10 miles."
"http://dbpedia.org/resource/Arlington_Mountain","Arlington Mountain","Arlington Mountain, a 1857 ft. peak, in the northern Temescal Mountains. It is located northwest of nearby Lake Mathews, overlooking western Riverside, in Riverside County, California.","Arlington Mountain, a 1857 ft. peak, in the northern Temescal Mountains. It is located northwest of nearby Lake Mathews, overlooking western Riverside, in Riverside County, California."
"http://dbpedia.org/resource/Buried_Mountain","Buried Mountain","Buried Mountain is a mountain in the Orocopia Mountains, visible from Interstate 10. The mountain, which is visually isolated, gains its name due to its appearance of being ""buried"" into the ground, as it is 500 feet shorter than the rest of the Orocopia Mountains lying in the background.","Buried Mountain is a mountain in the Orocopia Mountains, visible from Interstate 10. The mountain, which is visually isolated, gains its name due to its appearance of being ""buried"" into the ground, as it is 500 feet shorter than the rest of the Orocopia Mountains lying in the background."
"http://dbpedia.org/resource/Antimony_Peak","Antimony Peak","Antimony Peak is a steep peak located in southern Kern County, in the San Emigdio Mountains of the Transverse Ranges of California.The land is administered by the Los Padres National Forest. It was named in 1854 by W. P. Blake, a Pacific Railroad surveyor, after he identified a suspected vein of silver ore on the mountain as being the metalloid antimony.","Antimony Peak is a steep peak located in southern Kern County, in the San Emigdio Mountains of the Transverse Ranges of California. The land is administered by the Los Padres National Forest. It was named in 1854 by W. P. Blake, a Pacific Railroad surveyor, after he identified a suspected vein of silver ore on the mountain as being the metalloid antimony."
"http://dbpedia.org/resource/Mount_Irvine_(California)","Mount Irvine (California)","Mount Irvine is a mountain in the Sierra Nevada of California. The summit is in Inyo National Forest and the John Muir Wilderness. The peak was named in memory of Andrew Irvine, of the 1924 British Mount Everest expedition, who perished on Mount Everest, June, 1924. Norman Clyde proposed Irvine's and George H. Leigh Mallory's names following their loss after attaining the highest altitude reached by a mountaineer.","Mount Irvine is a mountain in the Sierra Nevada of California. The summit is in Inyo National Forest and the John Muir Wilderness. The peak was named in memory of Andrew Irvine, of the 1924 British Mount Everest expedition, who perished on Mount Everest, June, 1924. Norman Clyde proposed Irvine's and George H. Leigh Mallory's names following their loss after attaining the highest altitude reached by a mountaineer."
"http://dbpedia.org/resource/Ranger_Peak_(California)","Ranger Peak (California)","Ranger Peak is in Riverside County, California.","Ranger Peak is in Riverside County, California."
