"subject","type","label","long","long_round","lat","lat_round","comment","abstract"
"http://dbpedia.org/resource/Downieville,_California","http://dbpedia.org/resource/Census-designated_place","Downieville, California","-120.8122253417969",-120.81,"39.56750106811523",39.57,"Downieville is a census-designated place in and the county seat of Sierra County, California, United States. Downieville is on the North Fork of the Yuba River, at an elevation of 2,966 feet (904 m). The 2010 United States census reported Downieville's population was 282.","Downieville is a census-designated place in and the county seat of Sierra County, California, United States. Downieville is on the North Fork of the Yuba River, at an elevation of 2,966 feet (904 m). The 2010 United States census reported Downieville's population was 282."
"http://dbpedia.org/resource/Bard,_California","http://dbpedia.org/resource/Unincorporated_area","Bard, California","-114.5561141967773",-114.56,"32.78916549682617",32.79,"Bard is an unincorporated community in Imperial County, California, United States, located along County Route S24. It lies at an elevation of 138 feet (42 m). Bard is home to the Imperial Date Gardens.The first post office at Bard opened in 1910 and closed in 1933. The post office was re-established in 1937. Bard's ZIP Code is 92222. The name honors Thomas R. Bard, a promoter of the irrigation district.","Bard is an unincorporated community in Imperial County, California, United States, located along County Route S24. It lies at an elevation of 138 feet (42 m). Bard is home to the Imperial Date Gardens. The first post office at Bard opened in 1910 and closed in 1933. The post office was re-established in 1937. Bard's ZIP Code is 92222. The name honors Thomas R. Bard, a promoter of the irrigation district."
"http://dbpedia.org/resource/Helm,_California","http://dbpedia.org/resource/Unincorporated_area","Helm, California","-120.0983352661133",-120.10,"36.53166580200195",36.53,"Helm is an unincorporated community in Fresno County, California. It is located 13 miles (21 km) south of Kerman, at an elevation of 187 feet (57 m).The first post office opened in Helm in 1913. The city name is from William Helm, sheep rancher who arrived in 1859.","Helm is an unincorporated community in Fresno County, California. It is located 13 miles (21 km) south of Kerman, at an elevation of 187 feet (57 m). The first post office opened in Helm in 1913. The city name is from William Helm, sheep rancher who arrived in 1859."
"http://dbpedia.org/resource/Selby,_California","http://dbpedia.org/resource/Unincorporated_area","Selby, California","-122.2438888549805",-122.24,"38.05666732788086",38.06,"Selby is an unincorporated community in Contra Costa County, California, United States. It is located next to Rodeo, on the Southern Pacific Railroad 6.5 miles (10.5 km) west-northwest of Martinez, at an elevation of 20 feet (6 m).Selby is located on the Mexican land grant Rancho El Pinole made to Ygnacio Martinez. A post office operated at Selby from 1886 to 1967. The name honors Prentiss Selby, its first postmaster.Al Zampa, a bridge construction worker who played an integral role in the construction of numerous San Francisco Bay Area bridges, was born here in 1905.","Selby is an unincorporated community in Contra Costa County, California, United States. It is located next to Rodeo, on the Southern Pacific Railroad 6.5 miles (10.5 km) west-northwest of Martinez, at an elevation of 20 feet (6 m). Selby is located on the Mexican land grant Rancho El Pinole made to Ygnacio Martinez. A post office operated at Selby from 1886 to 1967. The name honors Prentiss Selby, its first postmaster. Al Zampa, a bridge construction worker who played an integral role in the construction of numerous San Francisco Bay Area bridges, was born here in 1905."
"http://dbpedia.org/resource/The_Forks,_California","http://dbpedia.org/resource/Unincorporated_area","The Forks, California","-123.2077789306641",-123.21,"39.19111251831055",39.19,"The Forks is an unincorporated community in Mendocino County, California. It is located 3 miles (4.8 km) north of Ukiah, at an elevation of 640 feet (195 m).","The Forks is an unincorporated community in Mendocino County, California. It is located 3 miles (4.8 km) north of Ukiah, at an elevation of 640 feet (195 m)."
"http://dbpedia.org/resource/Trigo,_Madera_County,_California","http://dbpedia.org/resource/Unincorporated_area","Trigo, Madera County, California","-119.9605560302734",-119.96,"36.91305541992188",36.91,"Trigo (formerly, Patterson) is an unincorporated community in Madera County, California. It is located 7 miles (11 km) east-southeast of Madera, at an elevation of 289 feet (88 m).A post office operated at Trigo from 1912 to 1942.","Trigo (formerly, Patterson) is an unincorporated community in Madera County, California. It is located 7 miles (11 km) east-southeast of Madera, at an elevation of 289 feet (88 m). A post office operated at Trigo from 1912 to 1942."
"http://dbpedia.org/resource/Ambrose,_Modoc_County,_California","http://dbpedia.org/resource/Unincorporated_area","Ambrose, Modoc County, California","-120.9813919067383",-120.98,"41.50194549560547",41.50,"Ambrose is an unincorporated community in Modoc County, California. It is located on the Southern Pacific Railroad 11 miles (18 km) southwest of Jacks Butte, at an elevation of 4970 feet (1515 m).","Ambrose is an unincorporated community in Modoc County, California. It is located on the Southern Pacific Railroad 11 miles (18 km) southwest of Jacks Butte, at an elevation of 4970 feet (1515 m)."
"http://dbpedia.org/resource/Anchor_Bay,_California","http://dbpedia.org/resource/Census-designated_place","Anchor Bay, California","-123.5777740478516",-123.58,"38.80277633666992",38.80,"Anchor Bay (formerly, Anchor Bay Settlement) is a census-designated place in Mendocino County, California. It is located 3.5 miles (5.6 km) west of Gualala, at an elevation of 105 feet (32 m). The population was 340 at the 2010 census.","Anchor Bay (formerly, Anchor Bay Settlement) is a census-designated place in Mendocino County, California. It is located 3.5 miles (5.6 km) west of Gualala, at an elevation of 105 feet (32 m). The population was 340 at the 2010 census."
"http://dbpedia.org/resource/Annapolis,_California","http://dbpedia.org/resource/Unincorporated_area","Annapolis, California","-123.3697204589844",-123.37,"38.72194290161133",38.72,"Annapolis is an unincorporated community in Sonoma County, California, United States. Annapolis issituated near the coastline of northern Sonoma County, and is 5 miles (8.0 km) north-northeast of the nearest community, Stewarts Point. Annapolis has ZIP code 95412. The community is named after Annapolis Orchards, which was founded in the area in the 1880s. As of 2010, Annapolis has about 401 residents.","Annapolis is an unincorporated community in Sonoma County, California, United States. Annapolis is situated near the coastline of northern Sonoma County, and is 5 miles (8.0 km) north-northeast of the nearest community, Stewarts Point. Annapolis has ZIP code 95412. The community is named after Annapolis Orchards, which was founded in the area in the 1880s. As of 2010, Annapolis has about 401 residents."
"http://dbpedia.org/resource/Anza,_California","http://dbpedia.org/resource/Census-designated_place","Anza, California","-116.6736145019531",-116.67,"33.55500030517578",33.56,"Anza is a census-designated place located in southern Riverside County, California, in the Anza Valley, a semi-arid region at a mean elevation of 3,921 feet (1,195 m) above sea level. It is located 13 miles (21 km) south of Idyllwild, and approximately 35 miles (56 km) southwest of Palm Springs, 143 miles (230 km) southeast of Los Angeles, California and approximately 75 miles (121 km) northeast of San Diego, California, being traversed by State Route 371. The population was 3,014 at the 2010 census.The ZIP code is 92539, and the community is inside area code 951.","Anza is a census-designated place located in southern Riverside County, California, in the Anza Valley, a semi-arid region at a mean elevation of 3,921 feet (1,195 m) above sea level. It is located 13 miles (21 km) south of Idyllwild, and approximately 35 miles (56 km) southwest of Palm Springs, 143 miles (230 km) southeast of Los Angeles, California and approximately 75 miles (121 km) northeast of San Diego, California, being traversed by State Route 371. The population was 3,014 at the 2010 census. Locally, Anza and several other mountain communities (including Garner Valley, Idyllwild, Pinyon Pines and Aguanga) are collectively referred to as ""the Hill."" The ZIP code is 92539, and the community is inside area code 951."
"http://dbpedia.org/resource/Anza,_Imperial_County,_California","http://dbpedia.org/resource/Unincorporated_area","Anza, Imperial County, California","-115.4983367919922",-115.50,"32.80027770996094",32.80,"Anza (formerly, Brice Siding) is an unincorporated community in Imperial County, California. It is located on the Holtville Interurban Railroad 3.5 miles (6 km) east of El Centro, at an elevation of 46 feet (14 m) below sea level.","Anza (formerly, Brice Siding) is an unincorporated community in Imperial County, California. It is located on the Holtville Interurban Railroad 3.5 miles (6 km) east of El Centro, at an elevation of 46 feet (14 m) below sea level."
"http://dbpedia.org/resource/Arena,_California","http://dbpedia.org/resource/Unincorporated_area","Arena, California","-120.6763916015625",-120.68,"37.37083435058594",37.37,"Arena is an unincorporated community in Merced County, California. It is located on the Southern Pacific Railroad 4 miles (6.4 km) west-northwest of Atwater, at an elevation of 141 feet (43 m).","Arena is an unincorporated community in Merced County, California. It is located on the Southern Pacific Railroad 4 miles (6.4 km) west-northwest of Atwater, at an elevation of 141 feet (43 m)."
"http://dbpedia.org/resource/Benbow,_California","http://dbpedia.org/resource/Census-designated_place","Benbow, California","-123.7844467163086",-123.78,"40.06861114501953",40.07,"Benbow is a census-designated place in Humboldt County, California, located beside the South Fork Eel River. It is located 2 miles (3.2 km) south-southeast of Garberville, at an elevation of 440 feet (134 m). Its population was 321 at the 2010 census.","Benbow is a census-designated place in Humboldt County, California, located beside the South Fork Eel River. It is located 2 miles (3.2 km) south-southeast of Garberville, at an elevation of 440 feet (134 m). Its population was 321 at the 2010 census."
"http://dbpedia.org/resource/Bieber,_California","http://dbpedia.org/resource/Census-designated_place","Bieber, California","-121.1441650390625",-121.14,"41.12138748168945",41.12,"Bieber (formerly, Chalk Ford) is a census-designated place (CDP) in Lassen County, California. It is located on the Pit River 55 miles (89 km) north-northwest of Susanville, at an elevation of 4124 feet (1257 m). Its population was 312 at the 2010 census. The ZIP Code is 96009. The community is inside area code 530.","Bieber (formerly, Chalk Ford) is a census-designated place (CDP) in Lassen County, California. It is located on the Pit River 55 miles (89 km) north-northwest of Susanville, at an elevation of 4124 feet (1257 m). Its population was 312 at the 2010 census. The ZIP Code is 96009. The community is inside area code 530."
"http://dbpedia.org/resource/Casa_Blanca,_California","http://dbpedia.org/resource/Riverside,_California","Casa Blanca, California","-117.4024963378906",-117.40,"33.93305587768555",33.93,"Casa Blanca, formerly known as Blanca, is a former unincorporated community now an annexed neighborhood of Riverside, in Riverside County, California. It lies at an elevation of 866 feet (264 m). Casa Blanca is located 4 miles (6.4 km) south-southwest of downtown Riverside.","Casa Blanca, formerly known as Blanca, is a former unincorporated community now an annexed neighborhood of Riverside, in Riverside County, California. It lies at an elevation of 866 feet (264 m). Casa Blanca is located 4 miles (6.4 km) south-southwest of downtown Riverside."
"http://dbpedia.org/resource/Clements,_California","http://dbpedia.org/resource/Unincorporated_area","Clements, California","-121.0883331298828",-121.09,"38.19083404541016",38.19,"Clements is an unincorporated community in San Joaquin County, California, United States. Clements is located on California State Route 12 and California State Route 88 11 miles (18 km) east-northeast of Lodi. Although it is unincorporated, Clements has a post office with ZIP code 95227.","Clements is an unincorporated community in San Joaquin County, California, United States. Clements is located on California State Route 12 and California State Route 88 11 miles (18 km) east-northeast of Lodi. Although it is unincorporated, Clements has a post office with ZIP code 95227."
"http://dbpedia.org/resource/Copper_City,_Glenn_County,_California","http://dbpedia.org/resource/Unincorporated_area","Copper City, Glenn County, California","-122.8094482421875",-122.81,"39.72305679321289",39.72,"Copper City is an unincorporated community in Glenn County, California located in the Mendocino National Forest. It lies at an elevation of 5837 feet (1779 m).Copper ore was discovered along mountain creeks in this area during the 1860s, creating an influx of miners with ""Copper Fever"" to this remote site in the eastern Coastal Mountain Range. The mining community dissipated nearly as quickly as it sprung up, and nothing remains of it today other than the place name.","Copper City is an unincorporated community in Glenn County, California located in the Mendocino National Forest. It lies at an elevation of 5837 feet (1779 m). Copper ore was discovered along mountain creeks in this area during the 1860s, creating an influx of miners with ""Copper Fever"" to this remote site in the eastern Coastal Mountain Range. The mining community dissipated nearly as quickly as it sprung up, and nothing remains of it today other than the place name."
"http://dbpedia.org/resource/Dobbins,_California","http://dbpedia.org/resource/Census-designated_place","Dobbins, California","-121.2061080932617",-121.21,"39.37166595458984",39.37,"Dobbins (formerly, Dobbin, Dobbins Ranche, Dobbins Ranch, and Dobbin's Ranche) is a census-designated place in Yuba County, California. It lies 26 miles (42 km) northeast of Marysville, at an elevation of 1742 feet, in the foothills of the western Sierra Nevada Mountain Range off of Highway 20 and Marysville Road. Dobbins is north of Oregon House and south of Bullards Bar Dam. Dobbins has one post office, one general store, 3 churches, a grange hall, one grade school, one charter school, and Lake Francis Resort.Dobbins was not a mining town originally, but a farm area. There were Stage Stops, for teamsters' and their wagons, at what was known as Scott Ranch (three miles below Dobbins- Marysville Rd). Dobbins served as a stage stop until the coming of the automobiles.","Dobbins (formerly, Dobbin, Dobbins Ranche, Dobbins Ranch, and Dobbin's Ranche) is a census-designated place in Yuba County, California. It lies 26 miles (42 km) northeast of Marysville, at an elevation of 1742 feet, in the foothills of the western Sierra Nevada Mountain Range off of Highway 20 and Marysville Road. Dobbins is north of Oregon House and south of Bullards Bar Dam. Dobbins has one post office, one general store, 3 churches, a grange hall, one grade school, one charter school, and Lake Francis Resort.Dobbins was not a mining town originally, but a farm area. There were Stage Stops, for teamsters' and their wagons, at what was known as Scott Ranch (three miles below Dobbins- Marysville Rd). Dobbins served as a stage stop until the coming of the automobiles. The town was settled in 1849, and named for William M. and Mark D. Dobbins, early settlers. The first post office was established in 1851 under the name Dobbins Ranche'; it closed in 1854. The post office returned in 1887 and has operated continuously since. A mining camp, Kentucky Ranch was located 1.5 miles (2.4 km) to the southwest. Egan, which had a post office from 1896-1898 was 3 miles (4.8 km) north. Frequently in the winter seasons it is subject to periodic snowfalls that close roads. Most students attend high school in Marysville, CA or in the Sierra County school district."
"http://dbpedia.org/resource/Fresh_Pond,_California","http://dbpedia.org/resource/Unincorporated_area","Fresh Pond, California","-120.5299987792969",-120.53,"38.76027679443359",38.76,"Fresh Pond is a small unincorporated community in El Dorado County, California. It is located 3 miles (4.8 km) east of Pollock Pines, at an elevation of 3606 feet (1099 m). The ZIP code is 95726. The community is inside area code 530.It nestles along Highway 50 and offers a convenient gas station by the road.","Fresh Pond is a small unincorporated community in El Dorado County, California. It is located 3 miles (4.8 km) east of Pollock Pines, at an elevation of 3606 feet (1099 m). The ZIP code is 95726. The community is inside area code 530. It nestles along Highway 50 and offers a convenient gas station by the road."
"http://dbpedia.org/resource/Garey,_California","http://dbpedia.org/resource/Census-designated_place","Garey, California","-120.3138885498047",-120.31,"34.88583374023438",34.89,"Garey is a census-designated place in Santa Barbara County, California located east of U.S. Route 101 about 10 miles (16 km) southeast of Santa Maria and 5 miles (8.0 km) north of Sisquoc. The ZIP Code is 93454, and the community is inside area code 805. The population was 68 at the 2010 census.","Garey is a census-designated place in Santa Barbara County, California located east of U.S. Route 101 about 10 miles (16 km) southeast of Santa Maria and 5 miles (8.0 km) north of Sisquoc. The ZIP Code is 93454, and the community is inside area code 805. The population was 68 at the 2010 census."
"http://dbpedia.org/resource/Gorda,_California","http://dbpedia.org/resource/Unincorporated_area","Gorda, California","-121.4688873291016",-121.47,"35.93249893188477",35.93,"Gorda is an unincorporated community in Monterey County, California. It is located 3 miles (4.8 km) north of Cape San Martin, at an elevation of 148 feet (45 m). It is one of the three small settlements of filling stations, restaurants, and motels located along State Route 1 on the Big Sur coast. The ZIP code is 93920, but mail must be addressed to Big Sur, and the community is inside area code 805.","Gorda is an unincorporated community in Monterey County, California. It is located 3 miles (4.8 km) north of Cape San Martin, at an elevation of 148 feet (45 m). It is one of the three small settlements of filling stations, restaurants, and motels located along State Route 1 on the Big Sur coast. The ZIP code is 93920, but mail must be addressed to Big Sur, and the community is inside area code 805."
"http://dbpedia.org/resource/Hartley,_California","http://dbpedia.org/resource/Census-designated_place","Hartley, California","-121.9508361816406",-121.95,"38.4202766418457",38.42,"Hartley is a census-designated place (CDP) in Solano County, California. Hartley sits at an elevation of 131 feet (40 m). The 2010 United States census reported Hartley's population was 2,510.","Hartley is a census-designated place (CDP) in Solano County, California. Hartley sits at an elevation of 131 feet (40 m). The 2010 United States census reported Hartley's population was 2,510."
"http://dbpedia.org/resource/Ivesta,_California","http://dbpedia.org/resource/Unincorporated_area","Ivesta, California","-119.6363906860352",-119.64,"36.72194290161133",36.72,"Ivesta (formerly, Ive and Minneola) is an unincorporated community in Fresno County, California. It is located on the Southern Pacific Railroad 6 miles (9.7 km) east-northeast of Malaga, at an elevation of 341 feet (104 m).","Ivesta (formerly, Ive and Minneola) is an unincorporated community in Fresno County, California. It is located on the Southern Pacific Railroad 6 miles (9.7 km) east-northeast of Malaga, at an elevation of 341 feet (104 m)."
"http://dbpedia.org/resource/Lafayette_Square,_Los_Angeles","http://dbpedia.org/resource/List_of_districts_and_neighborhoods_of_Los_Angeles","Lafayette Square, Los Angeles","-118.3330001831055",-118.33,"34.04299926757812",34.04,"LaFayette Square is a historic and affluent semi-gated neighborhood in the central region of Los Angeles, California.Although founded in 1913 by developer George LaFayette Crenshaw, it is named after the French marquis who fought alongside Colonists in the American Revolution. It sits just off of Crenshaw Boulevard in the Mid-City area. It was designated by the city as a Los Angeles Historic Preservation Overlay Zone in 2000 for its significant residential architecture and history.","LaFayette Square is a historic and affluent semi-gated neighborhood in the central region of Los Angeles, California. Although founded in 1913 by developer George LaFayette Crenshaw, it is named after the French marquis who fought alongside Colonists in the American Revolution. It sits just off of Crenshaw Boulevard in the Mid-City area. It was designated by the city as a Los Angeles Historic Preservation Overlay Zone in 2000 for its significant residential architecture and history. LaFayette Square is regarded as one of the wealthiest neighborhoods in the Central LA region, along with Hancock Park and Windsor Square. In addition to its significant architecture and large homes, the neighborhood is also notable for its central location to the entire city--an important incentive for many residents."
"http://dbpedia.org/resource/Likely,_California","http://dbpedia.org/resource/Census-designated_place","Likely, California","-120.5041656494141",-120.50,"41.23055648803711",41.23,"Likely (formerly, South Fork) is a census-designated place in Modoc County, California. It is located near the South Fork of the Pit River 18 miles (29 km) south of the county seat of Alturas, at an elevation of 4,449 feet (1,356 m). Located 6 miles (9.7 km) north-northwest of Likely Mountain, it is somewhat sheltered from prevailing southwesterly winds, and its microclimate is noticeably drier and less stormy than surrounding areas. The ZIP Code for the community is 96116. Likely has been noted for its unusual place name.","Likely (formerly, South Fork) is a census-designated place in Modoc County, California. It is located near the South Fork of the Pit River 18 miles (29 km) south of the county seat of Alturas, at an elevation of 4,449 feet (1,356 m). Located 6 miles (9.7 km) north-northwest of Likely Mountain, it is somewhat sheltered from prevailing southwesterly winds, and its microclimate is noticeably drier and less stormy than surrounding areas. The ZIP Code for the community is 96116. Likely has been noted for its unusual place name."
"http://dbpedia.org/resource/Lodoga,_California","http://dbpedia.org/resource/Census-designated_place","Lodoga, California","-122.4891662597656",-122.49,"39.30194473266602",39.30,"Lodoga (also, Ladoga) is a census-designated place in Colusa County, California. It lies at an elevation of 1237 feet (377 m). Lodoga's population was 197 at the 2010 census.","Lodoga (also, Ladoga) is a census-designated place in Colusa County, California. It lies at an elevation of 1237 feet (377 m). Lodoga's population was 197 at the 2010 census."
"http://dbpedia.org/resource/Mattei,_California","http://dbpedia.org/resource/Unincorporated_area","Mattei, California","-119.6916656494141",-119.69,"36.70027923583984",36.70,"Mattei is an unincorporated community in Fresno County, California. It is located on the Atchison, Topeka and Santa Fe Railroad 2.5 miles (4 km) east-northeast of Malaga, at an elevation of 315 feet (96 m).","Mattei is an unincorporated community in Fresno County, California. It is located on the Atchison, Topeka and Santa Fe Railroad 2.5 miles (4 km) east-northeast of Malaga, at an elevation of 315 feet (96 m)."
